fold,test_subject,train_time_seconds,inference_time_seconds,inference_ms_per_sample,parameter_count,mae,rmse,mard,mape,r2,pearson,ega_zone_a_pct,ega_zone_b_pct,ega_zone_c_pct,ega_zone_d_pct,ega_zone_e_pct
1,001,1451.3379265838303,2.575050088344142,1.4040622073850282,235032,7.723901271820068,11.183459281921387,7.215323448181152,7.215323448181152,0.5126451253890991,0.7241085171699524,93.6750259399414,6.215921401977539,0.0,0.10905124992132187,0.0
2,002,1319.727216110099,2.5363587480969727,1.3852314298727322,235032,11.315023422241211,15.561097145080566,8.752646446228027,8.752646446228027,0.382843554019928,0.6660245656967163,91.09776306152344,8.902238845825195,0.0,0.0,0.0
3,003,1111.5871592860203,1.525458924472332,1.2321962233217545,235032,8.118220329284668,12.564496994018555,7.334321975708008,7.334321975708008,0.520581841468811,0.726098895072937,91.59934997558594,7.915993690490723,0.0,0.48465266823768616,0.0
4,004,1084.6678004481364,1.9854567123111337,1.5670534430237835,235032,8.742059707641602,12.45130729675293,7.6606340408325195,7.6606340408325195,0.5792615413665771,0.7625666856765747,92.58090209960938,7.261247158050537,0.0,0.15785318613052368,0.0
5,005,1537.5309406670276,2.9385659240651876,1.339975341570993,235032,7.112972259521484,10.040313720703125,6.882030487060547,6.882030487060547,0.5629479885101318,0.7656930088996887,96.26082611083984,3.7391700744628906,0.0,0.0,0.0
6,006,1563.0640561070759,2.2005099658854306,1.452481825666951,235032,9.51481819152832,14.31290054321289,7.286451816558838,7.286451816558838,0.6892398595809937,0.8431060910224915,93.20132446289062,6.798680305480957,0.0,0.0,0.0
7,007,1131.6371818608604,2.7614162829704583,1.409605044905798,235032,10.002527236938477,12.936875343322754,11.338801383972168,11.338801383972168,0.5091103315353394,0.783835232257843,84.0224609375,11.026033401489258,0.0,4.951505661010742,0.0
8,008,1587.937029822031,2.7544181041885167,1.4421037194704276,235032,9.631349563598633,13.477376937866211,8.908598899841309,8.908598899841309,0.44333887100219727,0.6824186444282532,88.69110107421875,10.209424018859863,0.0,1.0994764566421509,0.0
9,009,1464.3774872170761,3.3977398555725813,1.6406276463411789,235032,8.631568908691406,13.012786865234375,6.494373321533203,6.494373321533203,0.6822308897972107,0.8401870727539062,94.83341217041016,5.166585922241211,0.0,0.0,0.0
10,010,1484.363724261988,2.8495560945011675,1.4950451702524488,235032,12.31274700164795,18.590383529663086,11.079428672790527,11.079428672790527,0.604293704032898,0.7778070569038391,83.78804016113281,14.375655174255371,0.0,1.8363064527511597,0.0
11,011,1181.862286641961,2.961801600875333,1.387910778292096,235032,9.58816146850586,13.814648628234863,7.789329528808594,7.789329528808594,0.6711512804031372,0.8238622546195984,93.6738510131836,6.32614803314209,0.0,0.0,0.0
12,012,1049.5845656120218,2.6242033892776817,1.4684965804575723,235032,8.360234260559082,13.082029342651367,6.5698394775390625,6.5698394775390625,0.5351942777633667,0.7366458177566528,93.7884750366211,6.2115278244018555,0.0,0.0,0.0
13,013,1977.461668606149,2.7072561841923743,1.3926214939261186,235032,9.460953712463379,15.158283233642578,7.07249116897583,7.07249116897583,0.5450361967086792,0.7583574056625366,92.79835510253906,7.201646327972412,0.0,0.0,0.0
14,014,1203.4463093909435,2.0289323376491666,1.4451085025991215,235032,9.692920684814453,14.886758804321289,7.946876525878906,7.946876525878906,0.5248622298240662,0.7312040328979492,91.38176727294922,8.547008514404297,0.0,0.07122506946325302,0.0
15,015,1238.4171072368044,0.580983451101929,1.5169280707622166,235032,7.010797023773193,10.169297218322754,6.55241584777832,6.55241584777832,0.5206142663955688,0.72438645362854,96.08354949951172,3.3942558765411377,0.0,0.522193193435669,0.0
16,016,1777.642250844976,6.2446762304753065,3.6013127050030604,235032,11.048019409179688,15.236527442932129,10.263216018676758,10.263216018676758,0.19072812795639038,0.5397570729255676,85.69780731201172,14.129180908203125,0.0,0.17301037907600403,0.0
