step,fold1/train_loss,fold1/val_mae,fold1/val_rmse,fold1/val_mard,fold1/val_r2,fold1/val_pearson,fold1/val_ega_zone_a_pct,fold1/val_ega_zone_a_count,fold1/val_ega_zone_b_pct,fold1/val_ega_zone_b_count,fold1/val_ega_zone_c_pct,fold1/val_ega_zone_c_count,fold1/val_ega_zone_d_pct,fold1/val_ega_zone_d_count,fold1/val_ega_zone_e_pct,fold1/val_ega_zone_e_count,fold1/val_horizon_15_mae,fold1/val_horizon_15_rmse,fold1/val_horizon_15_mard,fold1/val_horizon_15_r2,fold1/val_horizon_15_pearson,fold1/val_horizon_15_ega_zone_a_pct,fold1/val_horizon_15_ega_zone_a_count,fold1/val_horizon_15_ega_zone_b_pct,fold1/val_horizon_15_ega_zone_b_count,fold1/val_horizon_15_ega_zone_c_pct,fold1/val_horizon_15_ega_zone_c_count,fold1/val_horizon_15_ega_zone_d_pct,fold1/val_horizon_15_ega_zone_d_count,fold1/val_horizon_15_ega_zone_e_pct,fold1/val_horizon_15_ega_zone_e_count,fold1/val_horizon_30_mae,fold1/val_horizon_30_rmse,fold1/val_horizon_30_mard,fold1/val_horizon_30_r2,fold1/val_horizon_30_pearson,fold1/val_horizon_30_ega_zone_a_pct,fold1/val_horizon_30_ega_zone_a_count,fold1/val_horizon_30_ega_zone_b_pct,fold1/val_horizon_30_ega_zone_b_count,fold1/val_horizon_30_ega_zone_c_pct,fold1/val_horizon_30_ega_zone_c_count,fold1/val_horizon_30_ega_zone_d_pct,fold1/val_horizon_30_ega_zone_d_count,fold1/val_horizon_30_ega_zone_e_pct,fold1/val_horizon_30_ega_zone_e_count,fold1/val_horizon_45_mae,fold1/val_horizon_45_rmse,fold1/val_horizon_45_mard,fold1/val_horizon_45_r2,fold1/val_horizon_45_pearson,fold1/val_horizon_45_ega_zone_a_pct,fold1/val_horizon_45_ega_zone_a_count,fold1/val_horizon_45_ega_zone_b_pct,fold1/val_horizon_45_ega_zone_b_count,fold1/val_horizon_45_ega_zone_c_pct,fold1/val_horizon_45_ega_zone_c_count,fold1/val_horizon_45_ega_zone_d_pct,fold1/val_horizon_45_ega_zone_d_count,fold1/val_horizon_45_ega_zone_e_pct,fold1/val_horizon_45_ega_zone_e_count,fold1/val_horizon_60_mae,fold1/val_horizon_60_rmse,fold1/val_horizon_60_mard,fold1/val_horizon_60_r2,fold1/val_horizon_60_pearson,fold1/val_horizon_60_ega_zone_a_pct,fold1/val_horizon_60_ega_zone_a_count,fold1/val_horizon_60_ega_zone_b_pct,fold1/val_horizon_60_ega_zone_b_count,fold1/val_horizon_60_ega_zone_c_pct,fold1/val_horizon_60_ega_zone_c_count,fold1/val_horizon_60_ega_zone_d_pct,fold1/val_horizon_60_ega_zone_d_count,fold1/val_horizon_60_ega_zone_e_pct,fold1/val_horizon_60_ega_zone_e_count,fold1/diag_graph_prior_weight,fold1/diag_graph_residual_mean,fold1/diag_fusion_gate_cgm,fold1/diag_fusion_gate_cgm_guided,fold1/diag_fusion_gate_physio
11,0.23268198312062538,12.278225898742676,18.551729202270508,9.338598251342773,0.3357328176498413,0.6363832354545593,87.82135772705078,18583.0,12.178638458251953,2577.0,0.0,0.0,0.0,0.0,0.0,0.0,6.038961887359619,8.705291748046875,4.713654518127441,0.8537027835845947,0.9258745312690735,98.71455383300781,5222.0,1.2854442596435547,68.0,0.0,0.0,0.0,0.0,0.0,0.0,11.560975074768066,16.739728927612305,8.849178314208984,0.4590550661087036,0.7060830593109131,90.22683715820312,4773.0,9.773157119750977,517.0,0.0,0.0,0.0,0.0,0.0,0.0,14.795614242553711,21.288169860839844,11.20079231262207,0.12539958953857422,0.49836036562919617,83.1758041381836,4400.0,16.824195861816406,890.0,0.0,0.0,0.0,0.0,0.0,0.0,16.717350006103516,23.821836471557617,12.590770721435547,-0.09493494033813477,0.3598637282848358,79.16824340820312,4188.0,20.831758499145508,1102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9919441342353821,0.011000406928360462,0.4609313905239105,0.24765664339065552,0.29141199588775635
12,0.2263715357664981,12.14630126953125,18.446273803710938,9.229361534118652,0.34326326847076416,0.6397589445114136,88.0434799194336,18630.0,11.956521987915039,2530.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8580498695373535,8.470454216003418,4.584272384643555,0.8614895343780518,0.9297317862510681,98.82797241210938,5228.0,1.1720227003097534,62.0,0.0,0.0,0.0,0.0,0.0,0.0,11.420554161071777,16.574705123901367,8.742276191711426,0.4696679711341858,0.7116554379463196,90.30245208740234,4777.0,9.697542190551758,513.0,0.0,0.0,0.0,0.0,0.0,0.0,14.717230796813965,21.240814208984375,11.122163772583008,0.12928646802902222,0.4977732002735138,83.32703399658203,4408.0,16.6729679107666,882.0,0.0,0.0,0.0,0.0,0.0,0.0,16.58936882019043,23.736440658569336,12.468731880187988,-0.08709883689880371,0.3574637174606323,79.71644592285156,4217.0,20.283554077148438,1073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9902126789093018,0.010993072763085365,0.44232556223869324,0.27457287907600403,0.2831015884876251
13,0.21744834272684688,12.341405868530273,18.75418472290039,9.384867668151855,0.32115548849105835,0.6276828646659851,87.4527359008789,18505.0,12.547259330749512,2655.0,0.0,0.0,0.0,0.0,0.0,0.0,5.815770626068115,8.418561935424805,4.557460784912109,0.8631814122200012,0.930382251739502,98.84688568115234,5229.0,1.1531190872192383,61.0,0.0,0.0,0.0,0.0,0.0,0.0,11.526203155517578,16.735807418823242,8.827478408813477,0.459308385848999,0.7055811285972595,90.45368194580078,4785.0,9.546313285827637,505.0,0.0,0.0,0.0,0.0,0.0,0.0,15.054476737976074,21.695293426513672,11.384821891784668,0.09162735939025879,0.476706326007843,82.17391204833984,4347.0,17.826086044311523,943.0,0.0,0.0,0.0,0.0,0.0,0.0,16.96917152404785,24.191579818725586,12.769707679748535,-0.12918806076049805,0.3337833285331726,78.33648681640625,4144.0,21.663516998291016,1146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.989978015422821,0.010983255691826344,0.4634976387023926,0.25894415378570557,0.27755820751190186
14,0.20985614805951391,12.509132385253906,18.905776977539062,9.53060245513916,0.31013673543930054,0.6224663853645325,86.78639221191406,18364.0,13.213610649108887,2796.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8759965896606445,8.440251350402832,4.601286888122559,0.8624755144119263,0.9302952885627747,98.9035873413086,5232.0,1.0964083671569824,58.0,0.0,0.0,0.0,0.0,0.0,0.0,11.707403182983398,16.915334701538086,8.97700309753418,0.4476460814476013,0.699611485004425,89.41398620605469,4730.0,10.58601188659668,560.0,0.0,0.0,0.0,0.0,0.0,0.0,15.258871078491211,21.875831604003906,11.567338943481445,0.07644635438919067,0.4710007905960083,81.55009460449219,4314.0,18.449905395507812,976.0,0.0,0.0,0.0,0.0,0.0,0.0,17.19426155090332,24.36791229248047,12.976781845092773,-0.14570951461791992,0.32934966683387756,77.27787780761719,4088.0,22.722118377685547,1202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9883737564086914,0.010982019826769829,0.4796808660030365,0.25389716029167175,0.26642200350761414
15,0.20335687198588098,12.569809913635254,19.071441650390625,9.55471420288086,0.29799365997314453,0.6183406114578247,86.74858093261719,18356.0,13.251418113708496,2804.0,0.0,0.0,0.0,0.0,0.0,0.0,5.867217540740967,8.48688793182373,4.585231304168701,0.8609515428543091,0.9297511577606201,98.9035873413086,5232.0,1.0964083671569824,58.0,0.0,0.0,0.0,0.0,0.0,0.0,11.768173217773438,17.076644897460938,9.001659393310547,0.4370609521865845,0.6950711011886597,89.33837127685547,4726.0,10.661625862121582,564.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3495454788208,22.03767204284668,11.611910820007324,0.06273061037063599,0.4671941101551056,81.43667602539062,4308.0,18.56332778930664,982.0,0.0,0.0,0.0,0.0,0.0,0.0,17.294307708740234,24.608566284179688,13.02005386352539,-0.1684509515762329,0.3264673054218292,77.31568908691406,4090.0,22.684310913085938,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98581463098526,0.010988119058310986,0.45323941111564636,0.2668049931526184,0.27995565533638
16,0.19393311932878332,12.760168075561523,19.2948055267334,9.703767776489258,0.28145360946655273,0.6105210781097412,86.52173614501953,18308.0,13.47826099395752,2852.0,0.0,0.0,0.0,0.0,0.0,0.0,5.879516124725342,8.479531288146973,4.592466354370117,0.861192524433136,0.9300958514213562,98.99810791015625,5237.0,1.0018904209136963,53.0,0.0,0.0,0.0,0.0,0.0,0.0,11.948631286621094,17.28850555419922,9.132667541503906,0.42300623655319214,0.6875797510147095,89.13043975830078,4715.0,10.8695650100708,575.0,0.0,0.0,0.0,0.0,0.0,0.0,15.626980781555176,22.340211868286133,11.829388618469238,0.0368196964263916,0.45598798990249634,81.22872924804688,4297.0,18.77126693725586,993.0,0.0,0.0,0.0,0.0,0.0,0.0,17.58554458618164,24.885305404663086,13.260547637939453,-0.19487857818603516,0.3174446225166321,76.72967529296875,4059.0,23.270320892333984,1231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9826470613479614,0.010996218770742416,0.4416472315788269,0.274597704410553,0.2837550938129425
17,0.1867825896678166,12.972926139831543,19.511390686035156,9.872605323791504,0.2652316093444824,0.6020061373710632,86.13421630859375,18226.0,13.86578369140625,2934.0,0.0,0.0,0.0,0.0,0.0,0.0,5.926028728485107,8.512287139892578,4.630199909210205,0.86011803150177,0.9295186400413513,99.03591918945312,5239.0,0.9640831351280212,51.0,0.0,0.0,0.0,0.0,0.0,0.0,12.148313522338867,17.456382751464844,9.293475151062012,0.41174620389938354,0.6811827421188354,88.65784454345703,4690.0,11.342155456542969,600.0,0.0,0.0,0.0,0.0,0.0,0.0,15.899139404296875,22.59558868408203,12.050058364868164,0.014672994613647461,0.4440661072731018,80.71833801269531,4270.0,19.28166389465332,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,17.918222427368164,25.199853897094727,13.516685485839844,-0.22527587413787842,0.3046956956386566,76.12476348876953,4027.0,23.87523651123047,1263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9810077548027039,0.011001115664839745,0.4313449263572693,0.2853453755378723,0.2833097577095032
18,0.1804189589226865,13.086575508117676,19.666730880737305,9.939746856689453,0.2534853219985962,0.5996876358985901,85.81758117675781,18159.0,14.177693367004395,3000.0,0.0047258976846933365,1.0,0.0,0.0,0.0,0.0,5.952349662780762,8.494882583618164,4.645769119262695,0.8606894612312317,0.9301172494888306,99.05481719970703,5240.0,0.9451796412467957,50.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25413990020752,17.543197631835938,9.357144355773926,0.40588051080703735,0.6805797815322876,88.43099975585938,4678.0,11.568997383117676,612.0,0.0,0.0,0.0,0.0,0.0,0.0,16.02933120727539,22.7829647064209,12.117958068847656,-0.0017364025115966797,0.4423326849937439,80.05670928955078,4235.0,19.92438507080078,1054.0,0.018903590738773346,1.0,0.0,0.0,0.0,0.0,18.110477447509766,25.458417892456055,13.638114929199219,-0.2505488395690918,0.30008992552757263,75.72779083251953,4006.0,24.272212982177734,1284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9803165793418884,0.010996022261679173,0.4334954023361206,0.2851848900318146,0.2813197374343872
19,0.17227929694557362,13.10242748260498,19.675336837768555,9.965840339660645,0.25283193588256836,0.5988356471061707,85.83647918701172,18163.0,14.15878963470459,2996.0,0.0047258976846933365,1.0,0.0,0.0,0.0,0.0,5.997854709625244,8.563403129577637,4.682723522186279,0.8584330081939697,0.92900151014328,99.01701354980469,5238.0,0.9829867482185364,52.0,0.0,0.0,0.0,0.0,0.0,0.0,12.257305145263672,17.57128143310547,9.369749069213867,0.4039769172668457,0.67889004945755,88.52552032470703,4683.0,11.474480628967285,607.0,0.0,0.0,0.0,0.0,0.0,0.0,16.045133590698242,22.802845001220703,12.152541160583496,-0.003485441207885742,0.4416375458240509,80.24574279785156,4245.0,19.754253387451172,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,18.109413146972656,25.424867630004883,13.65835189819336,-0.24725496768951416,0.3032015562057495,75.55765533447266,3997.0,24.423439025878906,1292.0,0.018903590738773346,1.0,0.0,0.0,0.0,0.0,0.9796918630599976,0.010992022231221199,0.42211592197418213,0.2931557297706604,0.28472837805747986
20,0.1651454924236818,13.136856079101562,19.66888427734375,9.998330116271973,0.25332194566726685,0.5993651151657104,85.8412094116211,18164.0,14.15878963470459,2996.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0152058601379395,8.599344253540039,4.695069789886475,0.8572421669960022,0.9284002780914307,98.92250061035156,5233.0,1.0775047540664673,57.0,0.0,0.0,0.0,0.0,0.0,0.0,12.268013954162598,17.58526611328125,9.381810188293457,0.4030277729034424,0.6781236529350281,88.63894653320312,4689.0,11.361059188842773,601.0,0.0,0.0,0.0,0.0,0.0,0.0,16.063602447509766,22.772972106933594,12.173981666564941,-0.0008579492568969727,0.44359034299850464,80.3780746459961,4252.0,19.62192726135254,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,18.200603485107422,25.409866333007812,13.742465019226074,-0.24578368663787842,0.3071305751800537,75.42533111572266,3990.0,24.574668884277344,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.978840708732605,0.010990123264491558,0.4187382161617279,0.2933107912540436,0.2879510223865509
