step,fold1/train_loss,fold1/val_mae,fold1/val_rmse,fold1/val_mard,fold1/val_r2,fold1/val_pearson,fold1/val_ega_zone_a_pct,fold1/val_ega_zone_a_count,fold1/val_ega_zone_b_pct,fold1/val_ega_zone_b_count,fold1/val_ega_zone_c_pct,fold1/val_ega_zone_c_count,fold1/val_ega_zone_d_pct,fold1/val_ega_zone_d_count,fold1/val_ega_zone_e_pct,fold1/val_ega_zone_e_count,fold1/val_horizon_15_mae,fold1/val_horizon_15_rmse,fold1/val_horizon_15_mard,fold1/val_horizon_15_r2,fold1/val_horizon_15_pearson,fold1/val_horizon_15_ega_zone_a_pct,fold1/val_horizon_15_ega_zone_a_count,fold1/val_horizon_15_ega_zone_b_pct,fold1/val_horizon_15_ega_zone_b_count,fold1/val_horizon_15_ega_zone_c_pct,fold1/val_horizon_15_ega_zone_c_count,fold1/val_horizon_15_ega_zone_d_pct,fold1/val_horizon_15_ega_zone_d_count,fold1/val_horizon_15_ega_zone_e_pct,fold1/val_horizon_15_ega_zone_e_count,fold1/val_horizon_30_mae,fold1/val_horizon_30_rmse,fold1/val_horizon_30_mard,fold1/val_horizon_30_r2,fold1/val_horizon_30_pearson,fold1/val_horizon_30_ega_zone_a_pct,fold1/val_horizon_30_ega_zone_a_count,fold1/val_horizon_30_ega_zone_b_pct,fold1/val_horizon_30_ega_zone_b_count,fold1/val_horizon_30_ega_zone_c_pct,fold1/val_horizon_30_ega_zone_c_count,fold1/val_horizon_30_ega_zone_d_pct,fold1/val_horizon_30_ega_zone_d_count,fold1/val_horizon_30_ega_zone_e_pct,fold1/val_horizon_30_ega_zone_e_count,fold1/val_horizon_45_mae,fold1/val_horizon_45_rmse,fold1/val_horizon_45_mard,fold1/val_horizon_45_r2,fold1/val_horizon_45_pearson,fold1/val_horizon_45_ega_zone_a_pct,fold1/val_horizon_45_ega_zone_a_count,fold1/val_horizon_45_ega_zone_b_pct,fold1/val_horizon_45_ega_zone_b_count,fold1/val_horizon_45_ega_zone_c_pct,fold1/val_horizon_45_ega_zone_c_count,fold1/val_horizon_45_ega_zone_d_pct,fold1/val_horizon_45_ega_zone_d_count,fold1/val_horizon_45_ega_zone_e_pct,fold1/val_horizon_45_ega_zone_e_count,fold1/val_horizon_60_mae,fold1/val_horizon_60_rmse,fold1/val_horizon_60_mard,fold1/val_horizon_60_r2,fold1/val_horizon_60_pearson,fold1/val_horizon_60_ega_zone_a_pct,fold1/val_horizon_60_ega_zone_a_count,fold1/val_horizon_60_ega_zone_b_pct,fold1/val_horizon_60_ega_zone_b_count,fold1/val_horizon_60_ega_zone_c_pct,fold1/val_horizon_60_ega_zone_c_count,fold1/val_horizon_60_ega_zone_d_pct,fold1/val_horizon_60_ega_zone_d_count,fold1/val_horizon_60_ega_zone_e_pct,fold1/val_horizon_60_ega_zone_e_count,fold1/diag_graph_prior_weight,fold1/diag_graph_residual_mean,fold1/diag_horizon_query_similarity,fold1/diag_horizon_progressive_gate,fold1/diag_horizon_attention_similarity,fold1/diag_horizon_attention_entropy,fold1/diag_horizon_curriculum_progress,fold1/diag_loss_horizon_weight_0,fold1/diag_loss_horizon_weight_1,fold1/diag_loss_horizon_weight_2,fold1/diag_loss_horizon_weight_3
11,0.21617349559582624,10.555578231811523,15.393345832824707,9.68295669555664,0.5844030380249023,0.7671997547149658,86.9254379272461,19819.0,12.048246383666992,2747.0,0.0,0.0,1.0263158082962036,234.0,0.0,0.0,5.6611857414245605,8.101244926452637,5.161037445068359,0.8847376108169556,0.9406365752220154,97.89473724365234,5580.0,1.8070175647735596,103.0,0.0,0.0,0.2982456088066101,17.0,0.0,0.0,10.150153160095215,14.435997009277344,9.255606651306152,0.6345397233963013,0.798406183719635,88.54386138916016,5047.0,10.666666984558105,608.0,0.0,0.0,0.7894736528396606,45.0,0.0,0.0,12.562809944152832,17.58977508544922,11.52652645111084,0.45768117904663086,0.6831752061843872,81.96491241455078,4672.0,16.64912223815918,949.0,0.0,0.0,1.3859648704528809,79.0,0.0,0.0,13.848169326782227,19.089052200317383,12.788656234741211,0.36122775077819824,0.6129023432731628,79.29824829101562,4520.0,19.070175170898438,1087.0,0.0,0.0,1.631579041481018,93.0,0.0,0.0,1.0000019073486328,0.010673041455447674,0.11731206625699997,0.11920291930437088,0.9904213547706604,0.8716252446174622,0.7142857142857143,0.24561403691768646,0.23884710669517517,0.24987469613552094,0.26566416025161743
12,0.21120170252426249,10.633156776428223,15.454086303710938,9.790139198303223,0.5811167359352112,0.7648833990097046,86.8026351928711,19791.0,12.140350341796875,2768.0,0.0,0.0,1.05701744556427,241.0,0.0,0.0,5.643712520599365,8.046590805053711,5.16416072845459,0.8862875699996948,0.9414592981338501,98.07017517089844,5590.0,1.631579041481018,93.0,0.0,0.0,0.2982456088066101,17.0,0.0,0.0,10.183084487915039,14.405730247497559,9.318730354309082,0.6360705494880676,0.799066424369812,88.52631378173828,5046.0,10.631579399108887,606.0,0.0,0.0,0.8421052098274231,48.0,0.0,0.0,12.674232482910156,17.6534366607666,11.673125267028809,0.45374858379364014,0.6798494458198547,81.80701446533203,4663.0,16.771930694580078,956.0,0.0,0.0,1.4210525751113892,81.0,0.0,0.0,14.031594276428223,19.27170753479004,13.004539489746094,0.3489449620246887,0.603249192237854,78.80702209472656,4492.0,19.526315689086914,1113.0,0.0,0.0,1.6666667461395264,95.0,0.0,0.0,1.0019996166229248,0.010645834729075432,0.117827869951725,0.11920291930437088,0.9891853928565979,0.8660314083099365,0.7857142857142857,0.23684212565422058,0.2343984991312027,0.25319552421569824,0.27556392550468445
13,0.20592758868957972,10.735556602478027,15.627817153930664,9.88114070892334,0.5716458559036255,0.759161114692688,86.35526275634766,19689.0,12.561403274536133,2864.0,0.0,0.0,1.0833333730697632,247.0,0.0,0.0,5.655519962310791,8.062249183654785,5.167379379272461,0.8858446478843689,0.9411966800689697,97.91228485107422,5581.0,1.7894737720489502,102.0,0.0,0.0,0.2982456088066101,17.0,0.0,0.0,10.230876922607422,14.513190269470215,9.360257148742676,0.6306208372116089,0.795784056186676,88.03508758544922,5018.0,11.105262756347656,633.0,0.0,0.0,0.859649121761322,49.0,0.0,0.0,12.83751392364502,17.884910583496094,11.825176239013672,0.4393295645713806,0.6708341240882874,81.35087585449219,4637.0,17.192981719970703,980.0,0.0,0.0,1.456140398979187,83.0,0.0,0.0,14.218317985534668,19.52977752685547,13.17175006866455,0.3313915729522705,0.592131495475769,78.122802734375,4453.0,20.157894134521484,1149.0,0.0,0.0,1.719298243522644,98.0,0.0,0.0,0.998381495475769,0.010645345784723759,0.11629580706357956,0.11920291930437088,0.9888081550598145,0.863900899887085,0.8571428571428571,0.22807016968727112,0.22994986176490784,0.25651630759239197,0.2854636609554291
14,0.20053785188643986,10.75942611694336,15.659788131713867,9.907207489013672,0.5698914527893066,0.758255124092102,86.31140899658203,19679.0,12.605263710021973,2874.0,0.0,0.0,1.0833333730697632,247.0,0.0,0.0,5.635899066925049,8.046904563903809,5.153834342956543,0.8862787485122681,0.9414464831352234,97.98245239257812,5585.0,1.736842155456543,99.0,0.0,0.0,0.28070175647735596,16.0,0.0,0.0,10.226814270019531,14.538126945495605,9.35484504699707,0.6293503642082214,0.7951820492744446,88.14035034179688,5024.0,10.964912414550781,625.0,0.0,0.0,0.8947368860244751,51.0,0.0,0.0,12.875711441040039,17.932043075561523,11.86325740814209,0.4363706707954407,0.6690650582313538,81.45614624023438,4643.0,17.105262756347656,975.0,0.0,0.0,1.438596487045288,82.0,0.0,0.0,14.299280166625977,19.576717376708984,13.256892204284668,0.3281736373901367,0.5894575119018555,77.66666412353516,4427.0,20.61403465270996,1175.0,0.0,0.0,1.719298243522644,98.0,0.0,0.0,0.9934987425804138,0.010646363720297813,0.11166051775217056,0.11920291930437088,0.9888186454772949,0.8650718927383423,0.9285714285714286,0.21929824352264404,0.22550123929977417,0.2598370909690857,0.2953633964061737
15,0.19401369821118372,10.846416473388672,15.81775188446045,9.98613452911377,0.5611704587936401,0.7529685497283936,86.24122619628906,19663.0,12.692981719970703,2894.0,0.0,0.0,1.0657894611358643,243.0,0.0,0.0,5.654990196228027,8.066238403320312,5.16474723815918,0.8857316374778748,0.9411362409591675,97.98245239257812,5585.0,1.736842155456543,99.0,0.0,0.0,0.28070175647735596,16.0,0.0,0.0,10.299802780151367,14.645794868469238,9.41604232788086,0.6238400936126709,0.7917371988296509,87.98246002197266,5015.0,11.122807502746582,634.0,0.0,0.0,0.8947368860244751,51.0,0.0,0.0,12.97563362121582,18.10508918762207,11.955927848815918,0.4254399538040161,0.6622910499572754,81.40350341796875,4640.0,17.175439834594727,979.0,0.0,0.0,1.4210525751113892,81.0,0.0,0.0,14.455244064331055,19.835508346557617,13.407820701599121,0.31029415130615234,0.5784056186676025,77.59648895263672,4423.0,20.736841201782227,1182.0,0.0,0.0,1.6666667461395264,95.0,0.0,0.0,0.9870679378509521,0.010659117251634598,0.11181148886680603,0.11920291930437088,0.9880415797233582,0.8604268431663513,1.0,0.21052631735801697,0.2210526168346405,0.2631579041481018,0.3052631616592407
16,0.18482666281096277,10.889181137084961,15.872222900390625,10.0230712890625,0.558142900466919,0.7512595057487488,86.03508758544922,19616.0,12.912281036376953,2944.0,0.0,0.0,1.0526316165924072,240.0,0.0,0.0,5.635440826416016,8.036825180053711,5.144998073577881,0.8865634202957153,0.9415870308876038,98.0,5586.0,1.736842155456543,99.0,0.0,0.0,0.2631579041481018,15.0,0.0,0.0,10.281484603881836,14.623283386230469,9.396391868591309,0.6249955892562866,0.7925385236740112,87.63157653808594,4995.0,11.473684310913086,654.0,0.0,0.0,0.8947368860244751,51.0,0.0,0.0,13.031479835510254,18.147232055664062,12.009686470031738,0.42276203632354736,0.6603941917419434,81.0,4617.0,17.59649085998535,1003.0,0.0,0.0,1.4035087823867798,80.0,0.0,0.0,14.608318328857422,19.99892234802246,13.541206359863281,0.2988830804824829,0.5709229707717896,77.50877380371094,4418.0,20.842105865478516,1188.0,0.0,0.0,1.6491228342056274,94.0,0.0,0.0,0.9823952317237854,0.010662239044904709,0.11081638187170029,0.11920291930437088,0.9878020882606506,0.8621466159820557,1.0,0.21052631735801697,0.2210526168346405,0.2631579041481018,0.3052631616592407
17,0.17740536921694405,10.984782218933105,16.014652252197266,10.110020637512207,0.5501773357391357,0.7458049058914185,85.70175170898438,19540.0,13.18859577178955,3007.0,0.0,0.0,1.1096491813659668,253.0,0.0,0.0,5.669182777404785,8.077537536621094,5.177446365356445,0.885411262512207,0.940967321395874,97.92982482910156,5582.0,1.7894737720489502,102.0,0.0,0.0,0.28070175647735596,16.0,0.0,0.0,10.375819206237793,14.735576629638672,9.483501434326172,0.6192140579223633,0.7885108590126038,87.59649658203125,4993.0,11.438596725463867,652.0,0.0,0.0,0.9649122953414917,55.0,0.0,0.0,13.170294761657715,18.36328887939453,12.135157585144043,0.4089353084564209,0.6502764821052551,80.59648895263672,4594.0,17.894737243652344,1020.0,0.0,0.0,1.5087718963623047,86.0,0.0,0.0,14.723834037780762,20.15644073486328,13.643974304199219,0.28779518604278564,0.5626785159111023,76.68421173095703,4371.0,21.63157844543457,1233.0,0.0,0.0,1.6842104196548462,96.0,0.0,0.0,0.980371356010437,0.010668962262570858,0.11438985913991928,0.11920291930437088,0.9896347522735596,0.8508504033088684,1.0,0.21052631735801697,0.2210526168346405,0.2631579041481018,0.3052631616592407
18,0.17044305707566315,10.940003395080566,15.962400436401367,10.068528175354004,0.5531078577041626,0.7484074234962463,85.68421173095703,19536.0,13.201753616333008,3010.0,0.0,0.0,1.1140351295471191,254.0,0.0,0.0,5.633516788482666,8.043652534484863,5.153981685638428,0.8863706588745117,0.9414838552474976,97.8245620727539,5576.0,1.894736886024475,108.0,0.0,0.0,0.28070175647735596,16.0,0.0,0.0,10.333488464355469,14.711627006530762,9.445971488952637,0.6204508543014526,0.7898246645927429,87.54385375976562,4990.0,11.403508186340332,650.0,0.0,0.0,1.0526316165924072,60.0,0.0,0.0,13.130237579345703,18.331689834594727,12.09913444519043,0.41096776723861694,0.6530346870422363,80.6140365600586,4595.0,17.929824829101562,1022.0,0.0,0.0,1.456140398979187,83.0,0.0,0.0,14.662768363952637,20.050180435180664,13.575029373168945,0.2952843904495239,0.5702113509178162,76.75438690185547,4375.0,21.578947067260742,1230.0,0.0,0.0,1.6666667461395264,95.0,0.0,0.0,0.9792896509170532,0.01067404542118311,0.10792543739080429,0.11920291930437088,0.9897065758705139,0.8618598580360413,1.0,0.21052631735801697,0.2210526168346405,0.2631579041481018,0.3052631616592407
step,fold5/test_loss,fold5/test_mae,fold5/test_rmse,fold5/test_mard,fold5/test_r2,fold5/test_pearson,fold5/test_ega_zone_a_pct,fold5/test_ega_zone_a_count,fold5/test_ega_zone_b_pct,fold5/test_ega_zone_b_count,fold5/test_ega_zone_c_pct,fold5/test_ega_zone_c_count,fold5/test_ega_zone_d_pct,fold5/test_ega_zone_d_count,fold5/test_ega_zone_e_pct,fold5/test_ega_zone_e_count,fold5/test_horizon_15_mae,fold5/test_horizon_15_rmse,fold5/test_horizon_15_mard,fold5/test_horizon_15_r2,fold5/test_horizon_15_pearson,fold5/test_horizon_15_ega_zone_a_pct,fold5/test_horizon_15_ega_zone_a_count,fold5/test_horizon_15_ega_zone_b_pct,fold5/test_horizon_15_ega_zone_b_count,fold5/test_horizon_15_ega_zone_c_pct,fold5/test_horizon_15_ega_zone_c_count,fold5/test_horizon_15_ega_zone_d_pct,fold5/test_horizon_15_ega_zone_d_count,fold5/test_horizon_15_ega_zone_e_pct,fold5/test_horizon_15_ega_zone_e_count,fold5/test_horizon_30_mae,fold5/test_horizon_30_rmse,fold5/test_horizon_30_mard,fold5/test_horizon_30_r2,fold5/test_horizon_30_pearson,fold5/test_horizon_30_ega_zone_a_pct,fold5/test_horizon_30_ega_zone_a_count,fold5/test_horizon_30_ega_zone_b_pct,fold5/test_horizon_30_ega_zone_b_count,fold5/test_horizon_30_ega_zone_c_pct,fold5/test_horizon_30_ega_zone_c_count,fold5/test_horizon_30_ega_zone_d_pct,fold5/test_horizon_30_ega_zone_d_count,fold5/test_horizon_30_ega_zone_e_pct,fold5/test_horizon_30_ega_zone_e_count,fold5/test_horizon_45_mae,fold5/test_horizon_45_rmse,fold5/test_horizon_45_mard,fold5/test_horizon_45_r2,fold5/test_horizon_45_pearson,fold5/test_horizon_45_ega_zone_a_pct,fold5/test_horizon_45_ega_zone_a_count,fold5/test_horizon_45_ega_zone_b_pct,fold5/test_horizon_45_ega_zone_b_count,fold5/test_horizon_45_ega_zone_c_pct,fold5/test_horizon_45_ega_zone_c_count,fold5/test_horizon_45_ega_zone_d_pct,fold5/test_horizon_45_ega_zone_d_count,fold5/test_horizon_45_ega_zone_e_pct,fold5/test_horizon_45_ega_zone_e_count,fold5/test_horizon_60_mae,fold5/test_horizon_60_rmse,fold5/test_horizon_60_mard,fold5/test_horizon_60_r2,fold5/test_horizon_60_pearson,fold5/test_horizon_60_ega_zone_a_pct,fold5/test_horizon_60_ega_zone_a_count,fold5/test_horizon_60_ega_zone_b_pct,fold5/test_horizon_60_ega_zone_b_count,fold5/test_horizon_60_ega_zone_c_pct,fold5/test_horizon_60_ega_zone_c_count,fold5/test_horizon_60_ega_zone_d_pct,fold5/test_horizon_60_ega_zone_d_count,fold5/test_horizon_60_ega_zone_e_pct,fold5/test_horizon_60_ega_zone_e_count
0,0.18538542781526293,8.298223495483398,11.681462287902832,8.024264335632324,0.4055042862892151,0.6729373931884766,92.37345886230469,8103.0,7.615139484405518,668.0,0.0,0.0,0.011399908922612667,1.0,0.0,0.0,4.306498050689697,5.953598499298096,4.105197906494141,0.8443446755409241,0.9216605424880981,99.63520050048828,2185.0,0.36479708552360535,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.766283988952637,10.605597496032715,7.476294994354248,0.5123492479324341,0.7382931113243103,95.2120361328125,2088.0,4.787961959838867,105.0,0.0,0.0,0.0,0.0,0.0,0.0,9.88958740234375,13.300416946411133,9.56564712524414,0.23290497064590454,0.5536878705024719,90.2416763305664,1979.0,9.758321762084961,214.0,0.0,0.0,0.0,0.0,0.0,0.0,11.230522155761719,14.866105079650879,10.949914932250977,0.03547215461730957,0.41044336557388306,84.4049301147461,1851.0,15.549474716186523,341.0,0.0,0.0,0.04559963569045067,1.0,0.0,0.0
step,fold6/train_loss,fold6/val_mae,fold6/val_rmse,fold6/val_mard,fold6/val_r2,fold6/val_pearson,fold6/val_ega_zone_a_pct,fold6/val_ega_zone_a_count,fold6/val_ega_zone_b_pct,fold6/val_ega_zone_b_count,fold6/val_ega_zone_c_pct,fold6/val_ega_zone_c_count,fold6/val_ega_zone_d_pct,fold6/val_ega_zone_d_count,fold6/val_ega_zone_e_pct,fold6/val_ega_zone_e_count,fold6/val_horizon_15_mae,fold6/val_horizon_15_rmse,fold6/val_horizon_15_mard,fold6/val_horizon_15_r2,fold6/val_horizon_15_pearson,fold6/val_horizon_15_ega_zone_a_pct,fold6/val_horizon_15_ega_zone_a_count,fold6/val_horizon_15_ega_zone_b_pct,fold6/val_horizon_15_ega_zone_b_count,fold6/val_horizon_15_ega_zone_c_pct,fold6/val_horizon_15_ega_zone_c_count,fold6/val_horizon_15_ega_zone_d_pct,fold6/val_horizon_15_ega_zone_d_count,fold6/val_horizon_15_ega_zone_e_pct,fold6/val_horizon_15_ega_zone_e_count,fold6/val_horizon_30_mae,fold6/val_horizon_30_rmse,fold6/val_horizon_30_mard,fold6/val_horizon_30_r2,fold6/val_horizon_30_pearson,fold6/val_horizon_30_ega_zone_a_pct,fold6/val_horizon_30_ega_zone_a_count,fold6/val_horizon_30_ega_zone_b_pct,fold6/val_horizon_30_ega_zone_b_count,fold6/val_horizon_30_ega_zone_c_pct,fold6/val_horizon_30_ega_zone_c_count,fold6/val_horizon_30_ega_zone_d_pct,fold6/val_horizon_30_ega_zone_d_count,fold6/val_horizon_30_ega_zone_e_pct,fold6/val_horizon_30_ega_zone_e_count,fold6/val_horizon_45_mae,fold6/val_horizon_45_rmse,fold6/val_horizon_45_mard,fold6/val_horizon_45_r2,fold6/val_horizon_45_pearson,fold6/val_horizon_45_ega_zone_a_pct,fold6/val_horizon_45_ega_zone_a_count,fold6/val_horizon_45_ega_zone_b_pct,fold6/val_horizon_45_ega_zone_b_count,fold6/val_horizon_45_ega_zone_c_pct,fold6/val_horizon_45_ega_zone_c_count,fold6/val_horizon_45_ega_zone_d_pct,fold6/val_horizon_45_ega_zone_d_count,fold6/val_horizon_45_ega_zone_e_pct,fold6/val_horizon_45_ega_zone_e_count,fold6/val_horizon_60_mae,fold6/val_horizon_60_rmse,fold6/val_horizon_60_mard,fold6/val_horizon_60_r2,fold6/val_horizon_60_pearson,fold6/val_horizon_60_ega_zone_a_pct,fold6/val_horizon_60_ega_zone_a_count,fold6/val_horizon_60_ega_zone_b_pct,fold6/val_horizon_60_ega_zone_b_count,fold6/val_horizon_60_ega_zone_c_pct,fold6/val_horizon_60_ega_zone_c_count,fold6/val_horizon_60_ega_zone_d_pct,fold6/val_horizon_60_ega_zone_d_count,fold6/val_horizon_60_ega_zone_e_pct,fold6/val_horizon_60_ega_zone_e_count,fold6/diag_graph_prior_weight,fold6/diag_graph_residual_mean,fold6/diag_horizon_query_similarity,fold6/diag_horizon_progressive_gate,fold6/diag_horizon_attention_similarity,fold6/diag_horizon_attention_entropy,fold6/diag_horizon_curriculum_progress,fold6/diag_loss_horizon_weight_0,fold6/diag_loss_horizon_weight_1,fold6/diag_loss_horizon_weight_2,fold6/diag_loss_horizon_weight_3
1,0.26544502468842585,11.736358642578125,19.107383728027344,11.1844482421875,0.4039267897605896,0.6818597316741943,83.65667724609375,17076.0,15.02547550201416,3067.0,0.004899078980088234,1.0,1.3080540895462036,267.0,0.004899078980088234,1.0,6.54822301864624,10.204850196838379,6.178067684173584,0.8310028314590454,0.913245677947998,95.02253723144531,4849.0,4.585537910461426,234.0,0.0,0.0,0.3919263482093811,20.0,0.0,0.0,10.751754760742188,16.991910934448242,10.104619979858398,0.5291502475738525,0.7490454316139221,85.34195709228516,4355.0,13.48226547241211,688.0,0.0,0.0,1.175778865814209,60.0,0.0,0.0,13.793944358825684,21.45152473449707,13.16805362701416,0.24671345949172974,0.5920969843864441,79.26709747314453,4045.0,19.067214965820312,973.0,0.0,0.0,1.665686845779419,85.0,0.0,0.0,15.851510047912598,24.644195556640625,15.287049293518066,0.0038217902183532715,0.4562716484069824,74.99510192871094,3827.0,22.966882705688477,1172.0,0.019596315920352936,1.0,1.9988242387771606,102.0,0.019596315920352936,1.0,1.0020455121994019,0.011765125207602978,-0.018893400207161903,0.11920291930437088,0.9999496936798096,0.9999803900718689,0.0,0.3333333432674408,0.28333333134651184,0.21666665375232697,0.1666666716337204
2,0.2588241136204375,11.637069702148438,18.741716384887695,11.166840553283691,0.4265230894088745,0.6822966933250427,83.93102264404297,17132.0,14.633548736572266,2987.0,0.004899078980088234,1.0,1.420732855796814,290.0,0.009798157960176468,2.0,6.548755168914795,10.149449348449707,6.205826282501221,0.8328327536582947,0.9134952425956726,94.9637451171875,4846.0,4.487556457519531,229.0,0.0,0.0,0.5486968159675598,28.0,0.0,0.0,10.81779670715332,16.82951545715332,10.282846450805664,0.5381072759628296,0.7466656565666199,85.51832580566406,4364.0,13.207917213439941,674.0,0.0,0.0,1.2737605571746826,65.0,0.0,0.0,13.598226547241211,21.06477165222168,13.050111770629883,0.2736309766769409,0.5862396955490112,79.61982727050781,4063.0,18.636096954345703,951.0,0.0,0.0,1.7440721988677979,89.0,0.0,0.0,15.583501815795898,23.979978561401367,15.128575325012207,0.0567966103553772,0.4504467248916626,75.62218475341797,3859.0,22.202625274658203,1133.0,0.019596315920352936,1.0,2.1164021492004395,108.0,0.03919263184070587,2.0,0.9978818893432617,0.011301061138510704,-0.009904426522552967,0.11920291930437088,0.9973778128623962,0.997178316116333,0.07142857142857142,0.3245614171028137,0.2788847088813782,0.21998745203018188,0.17656642198562622
3,0.2561234965434699,11.688760757446289,18.734838485717773,11.263360977172852,0.42694395780563354,0.6816394329071045,83.81834411621094,17109.0,14.721732139587402,3005.0,0.004899078980088234,1.0,1.4452283382415771,295.0,0.009798157960176468,2.0,6.598155498504639,10.0986909866333,6.279413223266602,0.8345006704330444,0.9145997762680054,95.02253723144531,4849.0,4.409171104431152,225.0,0.0,0.0,0.5682931542396545,29.0,0.0,0.0,10.904796600341797,16.81116485595703,10.421483039855957,0.5391139984130859,0.7468484044075012,85.24397277832031,4350.0,13.462668418884277,687.0,0.0,0.0,1.2933567762374878,66.0,0.0,0.0,13.652694702148438,21.065967559814453,13.154037475585938,0.273548424243927,0.5849615931510925,79.36508178710938,4050.0,18.832059860229492,961.0,0.0,0.0,1.8028610944747925,92.0,0.0,0.0,15.599395751953125,23.99172592163086,15.198508262634277,0.055872321128845215,0.4479078948497772,75.64178466796875,3860.0,22.183029174804688,1132.0,0.019596315920352936,1.0,2.1164021492004395,108.0,0.03919263184070587,2.0,0.9896578788757324,0.01103365607559681,0.01823418028652668,0.11920291930437088,0.9890730977058411,0.9397210478782654,0.14285714285714285,0.31578949093818665,0.2744360864162445,0.223308265209198,0.18646617233753204
4,0.2521015738698623,11.620403289794922,18.634939193725586,11.202630043029785,0.43303900957107544,0.6819297671318054,83.90162658691406,17126.0,14.613953590393066,2983.0,0.004899078980088234,1.0,1.4697237014770508,300.0,0.009798157960176468,2.0,6.561061859130859,10.049751281738281,6.252071380615234,0.8361008167266846,0.9154447317123413,95.17930603027344,4857.0,4.2524003982543945,217.0,0.0,0.0,0.5682931542396545,29.0,0.0,0.0,10.887414932250977,16.75432014465332,10.414730072021484,0.5422254800796509,0.7467184066772461,85.24397277832031,4350.0,13.423477172851562,685.0,0.0,0.0,1.3325494527816772,68.0,0.0,0.0,13.580972671508789,20.977025985717773,13.095699310302734,0.27966976165771484,0.5826459527015686,79.50225830078125,4057.0,18.675289154052734,953.0,0.0,0.0,1.8224574327468872,93.0,0.0,0.0,15.45216178894043,23.81813621520996,15.04802417755127,0.0694851279258728,0.4449777901172638,75.68096923828125,3862.0,22.104644775390625,1128.0,0.019596315920352936,1.0,2.155594825744629,110.0,0.03919263184070587,2.0,0.9834250211715698,0.010887022130191326,0.03952343389391899,0.11920291930437088,0.9792478084564209,0.8996284604072571,0.21428571428571427,0.30701756477355957,0.26998746395111084,0.22662906348705292,0.19636592268943787
5,0.24915657686507728,11.543732643127441,18.55282211303711,11.127398490905762,0.4380248188972473,0.6846138834953308,83.98001098632812,17142.0,14.511072158813477,2962.0,0.004899078980088234,1.0,1.4942190647125244,305.0,0.009798157960176468,2.0,6.446057319641113,9.889840126037598,6.1411919593811035,0.8412752151489258,0.9179467558860779,95.29688262939453,4863.0,4.1152262687683105,210.0,0.0,0.0,0.5878894329071045,30.0,0.0,0.0,10.788835525512695,16.686410903930664,10.3076753616333,0.545928955078125,0.7485731840133667,85.5575180053711,4366.0,13.109935760498047,669.0,0.0,0.0,1.3325494527816772,68.0,0.0,0.0,13.547205924987793,20.922277450561523,13.066895484924316,0.2834247946739197,0.583930492401123,79.3454818725586,4049.0,18.773271560668945,958.0,0.0,0.0,1.8812463283538818,96.0,0.0,0.0,15.392829895019531,23.72429084777832,14.993831634521484,0.07680332660675049,0.44783398509025574,75.72016906738281,3864.0,22.045854568481445,1125.0,0.019596315920352936,1.0,2.1751909255981445,111.0,0.03919263184070587,2.0,0.9773882031440735,0.0108273820951581,0.06502000987529755,0.11920291930437088,0.9732144474983215,0.8667184114456177,0.2857142857142857,0.2982456088066101,0.2655388414859772,0.22994986176490784,0.2062656730413437
6,0.24255041653596165,11.293670654296875,18.291831970214844,10.890005111694336,0.4537246823310852,0.6937729716300964,84.28865814208984,17205.0,14.197531700134277,2898.0,0.004899078980088234,1.0,1.5040172338485718,307.0,0.004899078980088234,1.0,6.065098762512207,9.344548225402832,5.792666435241699,0.8582957983016968,0.9267348647117615,95.80638885498047,4889.0,3.66451096534729,187.0,0.0,0.0,0.5291005373001099,27.0,0.0,0.0,10.529499053955078,16.36663246154785,10.056509017944336,0.5631658434867859,0.7586458921432495,85.87105560302734,4382.0,12.757201194763184,651.0,0.0,0.0,1.3717421293258667,70.0,0.0,0.0,13.36260986328125,20.713598251342773,12.883293151855469,0.2976478338241577,0.5915260314941406,79.54144287109375,4059.0,18.596904754638672,949.0,0.0,0.0,1.861649990081787,95.0,0.0,0.0,15.217479705810547,23.539840698242188,14.827553749084473,0.0911027193069458,0.45326942205429077,75.93572235107422,3875.0,21.771507263183594,1111.0,0.019596315920352936,1.0,2.2535762786865234,115.0,0.019596315920352936,1.0,0.9711328744888306,0.010795317590236664,0.08126605302095413,0.11920291930437088,0.9873843789100647,0.8388333320617676,0.35714285714285715,0.28947368264198303,0.2610902190208435,0.23327067494392395,0.2161654233932495
