stat,loss,mae,rmse,mard,r2,pearson,ega_zone_a_pct,ega_zone_a_count,ega_zone_b_pct,ega_zone_b_count,ega_zone_c_pct,ega_zone_c_count,ega_zone_d_pct,ega_zone_d_count,ega_zone_e_pct,ega_zone_e_count,horizon_15_mae,horizon_15_rmse,horizon_15_mard,horizon_15_r2,horizon_15_pearson,horizon_15_ega_zone_a_pct,horizon_15_ega_zone_a_count,horizon_15_ega_zone_b_pct,horizon_15_ega_zone_b_count,horizon_15_ega_zone_c_pct,horizon_15_ega_zone_c_count,horizon_15_ega_zone_d_pct,horizon_15_ega_zone_d_count,horizon_15_ega_zone_e_pct,horizon_15_ega_zone_e_count,horizon_30_mae,horizon_30_rmse,horizon_30_mard,horizon_30_r2,horizon_30_pearson,horizon_30_ega_zone_a_pct,horizon_30_ega_zone_a_count,horizon_30_ega_zone_b_pct,horizon_30_ega_zone_b_count,horizon_30_ega_zone_c_pct,horizon_30_ega_zone_c_count,horizon_30_ega_zone_d_pct,horizon_30_ega_zone_d_count,horizon_30_ega_zone_e_pct,horizon_30_ega_zone_e_count,horizon_45_mae,horizon_45_rmse,horizon_45_mard,horizon_45_r2,horizon_45_pearson,horizon_45_ega_zone_a_pct,horizon_45_ega_zone_a_count,horizon_45_ega_zone_b_pct,horizon_45_ega_zone_b_count,horizon_45_ega_zone_c_pct,horizon_45_ega_zone_c_count,horizon_45_ega_zone_d_pct,horizon_45_ega_zone_d_count,horizon_45_ega_zone_e_pct,horizon_45_ega_zone_e_count,horizon_60_mae,horizon_60_rmse,horizon_60_mard,horizon_60_r2,horizon_60_pearson,horizon_60_ega_zone_a_pct,horizon_60_ega_zone_a_count,horizon_60_ega_zone_b_pct,horizon_60_ega_zone_b_count,horizon_60_ega_zone_c_pct,horizon_60_ega_zone_c_count,horizon_60_ega_zone_d_pct,horizon_60_ega_zone_d_count,horizon_60_ega_zone_e_pct,horizon_60_ega_zone_e_count
mean,0.29462789375307225,10.651654958724976,16.040270805358887,9.177169680595398,0.35467951372265816,0.6371863055974245,88.54928874969482,5983.0,11.116559743881226,770.25,0.0008197795832529664,0.0625,0.3333311718306504,24.1875,0.0,0.0,5.776734709739685,8.36268275976181,5.05276346206665,0.8151185251772404,0.905339490622282,97.80922746658325,1657.9375,2.036173490807414,33.8125,0.0,0.0,0.154599126894027,2.625,0.0,0.0,10.139741957187653,14.707618296146393,8.740617364645004,0.44916950166225433,0.6952456068247557,90.1413402557373,1523.5,9.535506814718246,165.1875,0.0,0.0,0.32315291184931993,5.6875,0.0,0.0,12.601743280887604,18.206040501594543,10.81254893541336,0.16936132684350014,0.5104666855186224,84.87448024749756,1430.625,14.727156013250351,256.375,0.0,0.0,0.3983634382020682,7.375,0.0,0.0,14.08840012550354,20.23114764690399,12.102748274803162,-0.01735842600464821,0.37616688665002584,81.37210941314697,1370.9375,18.167402625083923,314.875,0.0032791183330118656,0.0625,0.45720920083113015,8.5,0.0,0.0
std,0.07016033889331239,1.6628143135971183,2.9395408373572165,1.3706520907878967,0.1110668956446847,0.06303671476229795,3.448890081894054,1558.1888123715944,3.0798127919894935,294.75042408790523,0.0031749926734995957,0.24206145913796356,0.6011068698627839,46.75363455123035,0.0,0.0,0.8227603309893375,1.2990351370366133,0.859954992303183,0.06426539459788584,0.034421391788086966,1.6219591718231847,433.4181682783383,1.425870857255109,26.6791556041416,0.0,0.0,0.24291110876027847,4.648588495446763,0.0,0.0,1.5034877812083436,2.4126177248147602,1.256962759333966,0.12428641683666077,0.0741724618729774,3.509054043760495,400.04984064488764,3.1748983553329237,69.4948008397031,0.0,0.0,0.5298805999781812,10.330287689604777,0.0,0.0,2.1378927211006027,3.4601382558945897,1.6585030884382175,0.1428723965336491,0.08408500201395257,4.679484643144812,374.3539226120116,4.2807535920668895,98.46311174749658,0.0,0.0,0.7536557046801714,14.59398420582947,0.0,0.0,2.5365576941203893,4.151651708687054,2.025039494043006,0.1574585682408495,0.08411071142722482,4.973674663435357,356.09978741042517,4.476321258843602,116.9010666119005,0.012699970693998383,0.24206145913796356,0.9038771854927662,17.517848041354853,0.0,0.0
