stat,loss,train_time_seconds,inference_time_seconds,inference_ms_per_sample,parameter_count,trainable_parameter_count,mae,rmse,mard,mape,r2,pearson,ega_zone_a_pct,ega_zone_a_count,ega_zone_b_pct,ega_zone_b_count,ega_zone_c_pct,ega_zone_c_count,ega_zone_d_pct,ega_zone_d_count,ega_zone_e_pct,ega_zone_e_count,horizon_15_mae,horizon_15_rmse,horizon_15_mard,horizon_15_mape,horizon_15_r2,horizon_15_pearson,horizon_15_ega_zone_a_pct,horizon_15_ega_zone_a_count,horizon_15_ega_zone_b_pct,horizon_15_ega_zone_b_count,horizon_15_ega_zone_c_pct,horizon_15_ega_zone_c_count,horizon_15_ega_zone_d_pct,horizon_15_ega_zone_d_count,horizon_15_ega_zone_e_pct,horizon_15_ega_zone_e_count,horizon_30_mae,horizon_30_rmse,horizon_30_mard,horizon_30_mape,horizon_30_r2,horizon_30_pearson,horizon_30_ega_zone_a_pct,horizon_30_ega_zone_a_count,horizon_30_ega_zone_b_pct,horizon_30_ega_zone_b_count,horizon_30_ega_zone_c_pct,horizon_30_ega_zone_c_count,horizon_30_ega_zone_d_pct,horizon_30_ega_zone_d_count,horizon_30_ega_zone_e_pct,horizon_30_ega_zone_e_count,horizon_45_mae,horizon_45_rmse,horizon_45_mard,horizon_45_mape,horizon_45_r2,horizon_45_pearson,horizon_45_ega_zone_a_pct,horizon_45_ega_zone_a_count,horizon_45_ega_zone_b_pct,horizon_45_ega_zone_b_count,horizon_45_ega_zone_c_pct,horizon_45_ega_zone_c_count,horizon_45_ega_zone_d_pct,horizon_45_ega_zone_d_count,horizon_45_ega_zone_e_pct,horizon_45_ega_zone_e_count,horizon_60_mae,horizon_60_rmse,horizon_60_mard,horizon_60_mape,horizon_60_r2,horizon_60_pearson,horizon_60_ega_zone_a_pct,horizon_60_ega_zone_a_count,horizon_60_ega_zone_b_pct,horizon_60_ega_zone_b_count,horizon_60_ega_zone_c_pct,horizon_60_ega_zone_c_count,horizon_60_ega_zone_d_pct,horizon_60_ega_zone_d_count,horizon_60_ega_zone_e_pct,horizon_60_ega_zone_e_count
mean,0.28124851335445267,126.76531731619616,0.13205275019572582,0.08049330479267874,47820.0,47820.0,10.362736463546753,15.530374526977539,8.916809290647507,8.916809290647507,0.38962167128920555,0.6516004111617804,89.35696983337402,6042.75,10.100525617599487,695.0625,0.0,0.0,0.5425039729452692,39.6875,0.0,0.0,5.884118437767029,8.437044650316238,5.175459384918213,5.175459384918213,0.812372200191021,0.9069121778011322,97.80044364929199,1657.6875,1.9009823314845562,31.6875,0.0,0.0,0.2985740448348224,5.0,0.0,0.0,9.990324884653091,14.53337037563324,8.608598113059998,8.608598113059998,0.45926612615585327,0.6997536644339561,90.51233863830566,1530.8125,8.874857306480408,152.5625,0.0,0.0,0.612805244512856,11.0,0.0,0.0,12.173251807689667,17.639316856861115,10.416328966617584,10.416328966617584,0.21224308013916016,0.5147602763026953,85.99918556213379,1452.4375,13.37602961063385,230.1875,0.0,0.0,0.6247836831025779,11.75,0.0,0.0,13.403251826763153,19.22256350517273,11.466850876808167,11.466850876808167,0.07141120731830597,0.38860198063775897,83.11591386795044,1401.8125,16.25023365020752,280.625,0.0,0.0,0.6338528979104012,11.9375,0.0,0.0
std,0.06130512347332721,22.80003856827988,0.056477360964476336,0.04039295406621888,0.0,0.0,1.4025793987216166,2.6263828487394156,1.2000479631295815,1.2000479631295815,0.1204320963943594,0.07190112422021946,3.1676094245290733,1574.983114988856,2.45354012668673,251.2897900706473,0.0,0.0,1.1011908802161556,86.39641105827255,0.0,0.0,0.7535757123354024,1.2112913147734303,0.7824000414582748,0.7824000414582748,0.06324954037258254,0.03313073059825314,1.3933562053200896,431.79779972082997,1.1732557736635252,22.510327490954012,0.0,0.0,0.5053404914639668,9.772410142846033,0.0,0.0,1.3373571483552378,2.2279894356141723,1.147135064369266,1.147135064369266,0.12618120837019667,0.07540874998639463,3.2408540733656634,401.68103308937805,2.5710888683396473,59.23044904227892,0.0,0.0,1.2243832105864054,24.06241883103193,0.0,0.0,1.7962336551917135,3.0994011531755143,1.4460014459251225,1.4460014459251225,0.15760975414873823,0.10958444661781347,4.181077656737214,381.87317409547114,3.345023747195649,83.6908139747129,0.0,0.0,1.3438650183478686,26.25714188558991,0.0,0.0,2.007307809753313,3.642689683424611,1.6649145984312061,1.6649145984312061,0.1751236498515944,0.13745039082814772,4.867126027942176,365.7407242073953,3.9700031103809423,104.2436299013038,0.0,0.0,1.3526534224998874,26.416066962172852,0.0,0.0
