step,fold1/train_loss,fold1/val_mae,fold1/val_rmse,fold1/val_mard,fold1/val_mape,fold1/val_r2,fold1/val_pearson,fold1/val_ega_zone_a_pct,fold1/val_ega_zone_a_count,fold1/val_ega_zone_b_pct,fold1/val_ega_zone_b_count,fold1/val_ega_zone_c_pct,fold1/val_ega_zone_c_count,fold1/val_ega_zone_d_pct,fold1/val_ega_zone_d_count,fold1/val_ega_zone_e_pct,fold1/val_ega_zone_e_count,fold1/val_horizon_15_mae,fold1/val_horizon_15_rmse,fold1/val_horizon_15_mard,fold1/val_horizon_15_mape,fold1/val_horizon_15_r2,fold1/val_horizon_15_pearson,fold1/val_horizon_15_ega_zone_a_pct,fold1/val_horizon_15_ega_zone_a_count,fold1/val_horizon_15_ega_zone_b_pct,fold1/val_horizon_15_ega_zone_b_count,fold1/val_horizon_15_ega_zone_c_pct,fold1/val_horizon_15_ega_zone_c_count,fold1/val_horizon_15_ega_zone_d_pct,fold1/val_horizon_15_ega_zone_d_count,fold1/val_horizon_15_ega_zone_e_pct,fold1/val_horizon_15_ega_zone_e_count,fold1/val_horizon_30_mae,fold1/val_horizon_30_rmse,fold1/val_horizon_30_mard,fold1/val_horizon_30_mape,fold1/val_horizon_30_r2,fold1/val_horizon_30_pearson,fold1/val_horizon_30_ega_zone_a_pct,fold1/val_horizon_30_ega_zone_a_count,fold1/val_horizon_30_ega_zone_b_pct,fold1/val_horizon_30_ega_zone_b_count,fold1/val_horizon_30_ega_zone_c_pct,fold1/val_horizon_30_ega_zone_c_count,fold1/val_horizon_30_ega_zone_d_pct,fold1/val_horizon_30_ega_zone_d_count,fold1/val_horizon_30_ega_zone_e_pct,fold1/val_horizon_30_ega_zone_e_count,fold1/val_horizon_45_mae,fold1/val_horizon_45_rmse,fold1/val_horizon_45_mard,fold1/val_horizon_45_mape,fold1/val_horizon_45_r2,fold1/val_horizon_45_pearson,fold1/val_horizon_45_ega_zone_a_pct,fold1/val_horizon_45_ega_zone_a_count,fold1/val_horizon_45_ega_zone_b_pct,fold1/val_horizon_45_ega_zone_b_count,fold1/val_horizon_45_ega_zone_c_pct,fold1/val_horizon_45_ega_zone_c_count,fold1/val_horizon_45_ega_zone_d_pct,fold1/val_horizon_45_ega_zone_d_count,fold1/val_horizon_45_ega_zone_e_pct,fold1/val_horizon_45_ega_zone_e_count,fold1/val_horizon_60_mae,fold1/val_horizon_60_rmse,fold1/val_horizon_60_mard,fold1/val_horizon_60_mape,fold1/val_horizon_60_r2,fold1/val_horizon_60_pearson,fold1/val_horizon_60_ega_zone_a_pct,fold1/val_horizon_60_ega_zone_a_count,fold1/val_horizon_60_ega_zone_b_pct,fold1/val_horizon_60_ega_zone_b_count,fold1/val_horizon_60_ega_zone_c_pct,fold1/val_horizon_60_ega_zone_c_count,fold1/val_horizon_60_ega_zone_d_pct,fold1/val_horizon_60_ega_zone_d_count,fold1/val_horizon_60_ega_zone_e_pct,fold1/val_horizon_60_ega_zone_e_count,fold1/diag_horizon_curriculum_progress,fold1/diag_loss_horizon_weight_0,fold1/diag_loss_horizon_weight_1,fold1/diag_loss_horizon_weight_2,fold1/diag_loss_horizon_weight_3
1,0.33029259327360305,19.206632614135742,26.264644622802734,13.707560539245605,13.707560539245605,-0.33142614364624023,0.5322529077529907,76.3374252319336,16153.0,23.66257095336914,5007.0,0.0,0.0,0.0,0.0,0.0,0.0,16.90727996826172,23.097408294677734,12.081157684326172,12.081157684326172,-0.029901623725891113,0.8550595045089722,82.09829711914062,4343.0,17.901700973510742,947.0,0.0,0.0,0.0,0.0,0.0,0.0,19.113527297973633,26.123552322387695,13.64598560333252,13.64598560333252,-0.3174091577529907,0.6457520127296448,76.55953979492188,4050.0,23.440452575683594,1240.0,0.0,0.0,0.0,0.0,0.0,0.0,20.177446365356445,27.50290870666504,14.393462181091309,14.393462181091309,-0.4597896337509155,0.48893359303474426,73.91304016113281,3910.0,26.086956024169922,1380.0,0.0,0.0,0.0,0.0,0.0,0.0,20.62827491760254,28.05327796936035,14.70963191986084,14.70963191986084,-0.5184659957885742,0.3933756351470947,72.77882385253906,3850.0,27.221172332763672,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,0.28333333134651184,0.21666665375232697,0.1666666716337204
2,0.22727806008453783,12.557113647460938,18.91865348815918,9.210721969604492,9.210721969604492,0.3091966509819031,0.6427985429763794,88.70983123779297,18771.0,11.290170669555664,2389.0,0.0,0.0,0.0,0.0,0.0,0.0,7.056879043579102,10.588570594787598,5.279146671295166,5.279146671295166,0.7835568189620972,0.9045836925506592,97.8638916015625,5177.0,2.13610577583313,113.0,0.0,0.0,0.0,0.0,0.0,0.0,11.838844299316406,17.56731414794922,8.773319244384766,8.773319244384766,0.4042459726333618,0.6907597780227661,89.8865737915039,4755.0,10.113421440124512,535.0,0.0,0.0,0.0,0.0,0.0,0.0,14.818129539489746,21.439664840698242,10.824837684631348,10.824837684631348,0.11290735006332397,0.5144779086112976,85.00945281982422,4497.0,14.990549087524414,793.0,0.0,0.0,0.0,0.0,0.0,0.0,16.51460838317871,23.479228973388672,11.965584754943848,11.965584754943848,-0.0636667013168335,0.4086202383041382,82.07939147949219,4342.0,17.920604705810547,948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.3245614171028137,0.2788847088813782,0.21998745203018188,0.17656642198562622
3,0.21371456319972296,11.331228256225586,17.660186767578125,8.450794219970703,8.450794219970703,0.39804428815841675,0.6723272800445557,89.86294555664062,19015.0,10.137051582336426,2145.0,0.0,0.0,0.0,0.0,0.0,0.0,5.408071517944336,8.199265480041504,4.162333965301514,4.162333965301514,0.8702166080474854,0.9354497194290161,99.03591918945312,5239.0,0.9640831351280212,51.0,0.0,0.0,0.0,0.0,0.0,0.0,10.641153335571289,16.143417358398438,8.02639389038086,8.02639389038086,0.4969082474708557,0.7281819581985474,91.05860137939453,4817.0,8.941398620605469,473.0,0.0,0.0,0.0,0.0,0.0,0.0,13.819380760192871,20.406274795532227,10.250105857849121,10.250105857849121,0.1963619589805603,0.5358211994171143,86.18147277832031,4559.0,13.818524360656738,731.0,0.0,0.0,0.0,0.0,0.0,0.0,15.45631217956543,22.433786392211914,11.364343643188477,11.364343643188477,0.028946876525878906,0.4155457019805908,83.1758041381836,4400.0,16.824195861816406,890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.31578949093818665,0.2744360864162445,0.223308265209198,0.18646617233753204
4,0.2113028854611852,11.001330375671387,17.310277938842773,8.241838455200195,8.241838455200195,0.42166149616241455,0.6821877956390381,90.20793914794922,19088.0,9.792060852050781,2072.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04289436340332,7.556654453277588,3.9211173057556152,3.9211173057556152,0.8897627592086792,0.9442723393440247,99.18714904785156,5247.0,0.8128544092178345,43.0,0.0,0.0,0.0,0.0,0.0,0.0,10.279253005981445,15.667896270751953,7.788906097412109,7.788906097412109,0.5261098742485046,0.7429729104042053,91.66351318359375,4849.0,8.3364839553833,441.0,0.0,0.0,0.0,0.0,0.0,0.0,13.523517608642578,20.11394500732422,10.065986633300781,10.065986633300781,0.2192220687866211,0.5450502634048462,86.25708770751953,4563.0,13.742912292480469,727.0,0.0,0.0,0.0,0.0,0.0,0.0,15.159655570983887,22.168132781982422,11.191339492797852,11.191339492797852,0.05180853605270386,0.4184556305408478,83.72400665283203,4429.0,16.27599334716797,861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.30701756477355957,0.26998746395111084,0.22662906348705292,0.19636592268943787
5,0.20953667380514415,10.8926362991333,17.189538955688477,8.167960166931152,8.167960166931152,0.4297012686729431,0.6859766840934753,90.36862182617188,19122.0,9.631380081176758,2038.0,0.0,0.0,0.0,0.0,0.0,0.0,4.968184947967529,7.373348712921143,3.8658828735351562,3.8658828735351562,0.895046055316925,0.9473000168800354,99.26276397705078,5251.0,0.7372400760650635,39.0,0.0,0.0,0.0,0.0,0.0,0.0,10.179097175598145,15.490851402282715,7.71732759475708,7.71732759475708,0.5367591381072998,0.7490821480751038,91.81474304199219,4857.0,8.18525505065918,433.0,0.0,0.0,0.0,0.0,0.0,0.0,13.391031265258789,19.998611450195312,9.977843284606934,9.977843284606934,0.2281503677368164,0.5474116206169128,86.54064178466797,4578.0,13.459357261657715,712.0,0.0,0.0,0.0,0.0,0.0,0.0,15.032235145568848,22.08265495300293,11.11078929901123,11.11078929901123,0.05910658836364746,0.41633671522140503,83.85633087158203,4436.0,16.143667221069336,854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2982456088066101,0.2655388414859772,0.22994986176490784,0.2062656730413437
6,0.209169640129099,10.761979103088379,17.06504249572754,8.088422775268555,8.088422775268555,0.4379321336746216,0.6890684366226196,90.4962158203125,19149.0,9.50378131866455,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,4.871091365814209,7.201887130737305,3.796182870864868,3.796182870864868,0.8998705148696899,0.9498255848884583,99.30056762695312,5253.0,0.699432909488678,37.0,0.0,0.0,0.0,0.0,0.0,0.0,10.077383995056152,15.346901893615723,7.655689239501953,7.655689239501953,0.5453285574913025,0.753186047077179,92.07939147949219,4871.0,7.920604705810547,419.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25150203704834,19.89300537109375,9.895550727844238,9.895550727844238,0.2362806797027588,0.5490517616271973,86.74858093261719,4589.0,13.251418113708496,701.0,0.0,0.0,0.0,0.0,0.0,0.0,14.847935676574707,21.948497772216797,11.006268501281738,11.006268501281738,0.07050424814224243,0.41543158888816833,83.85633087158203,4436.0,16.143667221069336,854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.28947368264198303,0.2610902190208435,0.23327067494392395,0.2161654233932495
7,0.21070000633968672,10.705912590026855,16.992328643798828,8.056696891784668,8.056696891784668,0.44271188974380493,0.6916747689247131,90.58128356933594,19167.0,9.41871452331543,1993.0,0.0,0.0,0.0,0.0,0.0,0.0,4.858541011810303,7.148481845855713,3.785818099975586,3.785818099975586,0.9013500213623047,0.9507941007614136,99.33837890625,5255.0,0.6616257429122925,35.0,0.0,0.0,0.0,0.0,0.0,0.0,10.032049179077148,15.2731351852417,7.626803398132324,7.626803398132324,0.5496888756752014,0.7560787200927734,92.11720275878906,4873.0,7.882797718048096,417.0,0.0,0.0,0.0,0.0,0.0,0.0,13.177876472473145,19.80910873413086,9.85748291015625,9.85748291015625,0.24270892143249512,0.5527668595314026,86.9565200805664,4600.0,13.043478012084961,690.0,0.0,0.0,0.0,0.0,0.0,0.0,14.755184173583984,21.867481231689453,10.956685066223145,10.956685066223145,0.07735347747802734,0.41859301924705505,83.91304779052734,4439.0,16.086956024169922,851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.28070175647735596,0.25664159655570984,0.23659147322177887,0.22606515884399414
8,0.21230414651582563,10.703964233398438,16.971580505371094,8.04913330078125,8.04913330078125,0.44407206773757935,0.6933401226997375,90.61909484863281,19175.0,9.380908012390137,1985.0,0.0,0.0,0.0,0.0,0.0,0.0,4.868101596832275,7.159093379974365,3.7893314361572266,3.7893314361572266,0.9010569453239441,0.9509689211845398,99.31947326660156,5254.0,0.6805292963981628,36.0,0.0,0.0,0.0,0.0,0.0,0.0,10.028131484985352,15.253921508789062,7.618400573730469,7.618400573730469,0.5508211851119995,0.7574770450592041,92.17391204833984,4876.0,7.82608699798584,414.0,0.0,0.0,0.0,0.0,0.0,0.0,13.17015552520752,19.784452438354492,9.844955444335938,9.844955444335938,0.24459290504455566,0.5549107789993286,86.8241958618164,4593.0,13.175803184509277,697.0,0.0,0.0,0.0,0.0,0.0,0.0,14.749464988708496,21.835264205932617,10.943849563598633,10.943849563598633,0.08007007837295532,0.4212334454059601,84.1587905883789,4452.0,15.841209411621094,838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2719298303127289,0.25219297409057617,0.2399122714996338,0.23596492409706116
9,0.21330210295055024,10.68559455871582,16.95622444152832,8.044219017028809,8.044219017028809,0.4450775980949402,0.6936408281326294,90.66162872314453,19184.0,9.338374137878418,1976.0,0.0,0.0,0.0,0.0,0.0,0.0,4.881834983825684,7.161952018737793,3.802237033843994,3.802237033843994,0.9009779095649719,0.950960636138916,99.33837890625,5255.0,0.6616257429122925,35.0,0.0,0.0,0.0,0.0,0.0,0.0,10.017512321472168,15.237981796264648,7.616323947906494,7.616323947906494,0.5517594814300537,0.7581004500389099,92.17391204833984,4876.0,7.82608699798584,414.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1365385055542,19.762285232543945,9.83218765258789,9.83218765258789,0.24628466367721558,0.5558191537857056,87.06993865966797,4606.0,12.93005657196045,684.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70649242401123,21.817806243896484,10.926127433776855,10.926127433776855,0.08154058456420898,0.4223015308380127,84.06427764892578,4447.0,15.935728073120117,843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.2631579041481018,0.2477443516254425,0.2432330846786499,0.24586467444896698
10,0.21399205583990677,10.673768043518066,16.929523468017578,8.045846939086914,8.045846939086914,0.4468238949775696,0.693923830986023,90.71833801269531,19196.0,9.28166389465332,1964.0,0.0,0.0,0.0,0.0,0.0,0.0,4.867082118988037,7.152652740478516,3.798872947692871,3.798872947692871,0.9012348651885986,0.9506520628929138,99.24385833740234,5250.0,0.7561436891555786,40.0,0.0,0.0,0.0,0.0,0.0,0.0,10.00561809539795,15.22166919708252,7.619014263153076,7.619014263153076,0.5527186393737793,0.758013904094696,92.1550064086914,4875.0,7.8449907302856445,415.0,0.0,0.0,0.0,0.0,0.0,0.0,13.133464813232422,19.737733840942383,9.841669082641602,9.841669082641602,0.24815624952316284,0.556560754776001,87.0888442993164,4607.0,12.911152839660645,683.0,0.0,0.0,0.0,0.0,0.0,0.0,14.688904762268066,21.771474838256836,10.923831939697266,10.923831939697266,0.08543717861175537,0.42444485425949097,84.38563537597656,4464.0,15.61436653137207,826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.25438597798347473,0.24329572916030884,0.24655388295650482,0.2557644248008728
