fold,epoch,train_loss,val_loss,learning_rate
1,1.0,0.24931457445486213,0.3757193790942374,0.0006666666666666666
1,2.0,0.2451150849316913,0.36819043323989176,0.001
1,3.0,0.24485624699898934,0.36340301739921643,0.001
1,4.0,0.24401086699159774,0.3591705687780687,0.0009966529870822618
1,5.0,0.24156216447965095,0.35852784961743706,0.0009866572109370128
1,6.0,0.2410532635342403,0.3574810194157923,0.0009701478472890247
1,7.0,0.23746851987277115,0.35480326249603966,0.0009473481569600891
1,8.0,0.23315596522648366,0.3529239634935707,0.0009185664666494036
1,9.0,0.2263646887358657,0.3503391580004773,0.0008841919993438941
1,10.0,0.22361975894187958,0.3520002530067314,0.0008446896107450232
1,11.0,0.21861044933556628,0.3568886607491001,0.0008005935028928791
1,12.0,0.2138234556860529,0.36092447912309933,0.0007524999999999999
1,13.0,0.210785286485952,0.36988590721371944,0.0007010594841893826
1,14.0,0.20446751763497842,0.3766722033064397,0.0006469676001919897
1,15.0,0.19968875410868625,0.3833012986273306,0.0005909558479451306
1,16.0,0.19162871761894865,0.3906000408423195,0.0005337816903106854
1,17.0,0.18533771186336365,0.3878912866678941,0.00047621830968931444
2,1.0,0.2353442639960736,0.37350163788888024,0.0006666666666666666
2,2.0,0.2328671877083335,0.36333668818216036,0.001
2,3.0,0.23454914551645348,0.3616670988044105,0.001
2,4.0,0.23446939769121455,0.35997015186706366,0.0009966529870822618
2,5.0,0.23039258103216848,0.35466299166095117,0.0009866572109370128
2,6.0,0.22358796291717767,0.34489783265670726,0.0009701478472890247
2,7.0,0.21897713862062632,0.3368605874526725,0.0009473481569600891
2,8.0,0.2164500030439764,0.3321111843603854,0.0009185664666494036
2,9.0,0.2148777445590926,0.328945788269839,0.0008841919993438941
2,10.0,0.21471586380104413,0.3278516840085895,0.0008446896107450232
2,11.0,0.21425481609420488,0.32856635380625926,0.0008005935028928791
2,12.0,0.2137569453277443,0.33116185122173325,0.0007524999999999999
2,13.0,0.2120468780483195,0.33076720924129316,0.0007010594841893826
2,14.0,0.21115916610555813,0.33120163027077354,0.0006469676001919897
2,15.0,0.20951600377880872,0.3306455845831689,0.0005909558479451306
2,16.0,0.20647080528781356,0.332478511735183,0.0005337816903106854
2,17.0,0.20032847661673459,0.3358307965605507,0.00047621830968931444
2,18.0,0.19481919838762374,0.3370484137434311,0.00041904415205486954
3,1.0,0.25251981009910934,0.29624320803077286,0.0006666666666666666
3,2.0,0.24676870436213463,0.29585030384285826,0.001
3,3.0,0.24597789520345859,0.2936786860010683,0.001
3,4.0,0.24359647948974997,0.2927699865992933,0.0009966529870822618
3,5.0,0.24140321363595874,0.29213345927095485,0.0009866572109370128
3,6.0,0.2408737124627274,0.29282406614510426,0.0009701478472890247
3,7.0,0.23567666183582323,0.2909730668064462,0.0009473481569600891
