stat,loss,mae,rmse,mard,r2,ega_zone_a_pct,ega_zone_a_count,ega_zone_b_pct,ega_zone_b_count,ega_zone_c_pct,ega_zone_c_count,ega_zone_d_pct,ega_zone_d_count,ega_zone_e_pct,ega_zone_e_count,horizon_15_mae,horizon_15_rmse,horizon_15_mard,horizon_15_r2,horizon_15_ega_zone_a_pct,horizon_15_ega_zone_a_count,horizon_15_ega_zone_b_pct,horizon_15_ega_zone_b_count,horizon_15_ega_zone_c_pct,horizon_15_ega_zone_c_count,horizon_15_ega_zone_d_pct,horizon_15_ega_zone_d_count,horizon_15_ega_zone_e_pct,horizon_15_ega_zone_e_count,horizon_30_mae,horizon_30_rmse,horizon_30_mard,horizon_30_r2,horizon_30_ega_zone_a_pct,horizon_30_ega_zone_a_count,horizon_30_ega_zone_b_pct,horizon_30_ega_zone_b_count,horizon_30_ega_zone_c_pct,horizon_30_ega_zone_c_count,horizon_30_ega_zone_d_pct,horizon_30_ega_zone_d_count,horizon_30_ega_zone_e_pct,horizon_30_ega_zone_e_count,horizon_45_mae,horizon_45_rmse,horizon_45_mard,horizon_45_r2,horizon_45_ega_zone_a_pct,horizon_45_ega_zone_a_count,horizon_45_ega_zone_b_pct,horizon_45_ega_zone_b_count,horizon_45_ega_zone_c_pct,horizon_45_ega_zone_c_count,horizon_45_ega_zone_d_pct,horizon_45_ega_zone_d_count,horizon_45_ega_zone_e_pct,horizon_45_ega_zone_e_count,horizon_60_mae,horizon_60_rmse,horizon_60_mard,horizon_60_r2,horizon_60_ega_zone_a_pct,horizon_60_ega_zone_a_count,horizon_60_ega_zone_b_pct,horizon_60_ega_zone_b_count,horizon_60_ega_zone_c_pct,horizon_60_ega_zone_c_count,horizon_60_ega_zone_d_pct,horizon_60_ega_zone_d_count,horizon_60_ega_zone_e_pct,horizon_60_ega_zone_e_count
mean,0.244988600369881,10.27266213297844,15.537077069282532,8.843918979167938,0.3894948288798332,89.21856021881104,6036.8125,10.45320749282837,717.1875,0.0,0.0,0.32823181053390726,23.5,0.0,0.0,5.4908881187438965,7.872838586568832,4.799177661538124,0.8336254097521305,98.28433561325073,1666.3125,1.5903860852122307,26.0,0.0,0.0,0.12527822563424706,2.0625,0.0,0.0,9.743695855140686,14.22939908504486,8.389005064964294,0.47905412688851357,90.59657192230225,1534.875,9.07361713051796,153.9375,0.0,0.0,0.32981153298169374,5.5625,0.0,0.0,12.171708405017853,17.697614133358,10.442144811153412,0.2091490402817726,85.59666299819946,1446.1875,14.00617003440857,240.875,0.0,0.0,0.3971667061559856,7.3125,0.0,0.0,13.684356212615967,19.645767211914062,11.745347678661346,0.03341294080018997,82.3966736793518,1389.4375,17.14265638589859,296.375,0.0,0.0,0.4606707978527993,8.5625,0.0,0.0
std,0.05906650927826292,1.5155991613904485,2.66674392169589,1.2830538285653454,0.11964007166450703,3.1935315621965814,1587.8363115711109,2.855398230209415,271.14668971564083,0.0,0.0,0.5739121774475974,44.69200152152508,0.0,0.0,0.7318985730005513,1.064628030433413,0.7535568857979822,0.0635817962330007,1.1576996010060379,434.6465113672834,1.0258442113383788,19.22888452302941,0.0,0.0,0.17969791931554058,3.3813597486809948,0.0,0.0,1.4757708084194536,2.2332253389854357,1.2266211449172966,0.1338174373884153,3.1786164586548846,407.7644655619222,2.8820789200837464,63.76565371538192,0.0,0.0,0.5087495341015232,9.842311402815906,0.0,0.0,1.9889605128726107,3.208346675947043,1.6342791766475535,0.15572994172579355,4.404825036464767,384.76847238794136,3.996443925376975,92.19264816133659,0.0,0.0,0.7347146963313999,14.19823382502204,0.0,0.0,2.246631115795174,3.74377204876697,1.899090018347312,0.16439351801794416,4.830924773894576,366.1985405401693,4.302169892268439,107.58071098017525,0.0,0.0,0.9060648073515416,17.571172236080322,0.0,0.0
