step,fold1/train_loss,fold1/val_mae,fold1/val_rmse,fold1/val_mard,fold1/val_r2,fold1/val_ega_zone_a_pct,fold1/val_ega_zone_a_count,fold1/val_ega_zone_b_pct,fold1/val_ega_zone_b_count,fold1/val_ega_zone_c_pct,fold1/val_ega_zone_c_count,fold1/val_ega_zone_d_pct,fold1/val_ega_zone_d_count,fold1/val_ega_zone_e_pct,fold1/val_ega_zone_e_count,fold1/val_horizon_15_mae,fold1/val_horizon_15_rmse,fold1/val_horizon_15_mard,fold1/val_horizon_15_r2,fold1/val_horizon_15_ega_zone_a_pct,fold1/val_horizon_15_ega_zone_a_count,fold1/val_horizon_15_ega_zone_b_pct,fold1/val_horizon_15_ega_zone_b_count,fold1/val_horizon_15_ega_zone_c_pct,fold1/val_horizon_15_ega_zone_c_count,fold1/val_horizon_15_ega_zone_d_pct,fold1/val_horizon_15_ega_zone_d_count,fold1/val_horizon_15_ega_zone_e_pct,fold1/val_horizon_15_ega_zone_e_count,fold1/val_horizon_30_mae,fold1/val_horizon_30_rmse,fold1/val_horizon_30_mard,fold1/val_horizon_30_r2,fold1/val_horizon_30_ega_zone_a_pct,fold1/val_horizon_30_ega_zone_a_count,fold1/val_horizon_30_ega_zone_b_pct,fold1/val_horizon_30_ega_zone_b_count,fold1/val_horizon_30_ega_zone_c_pct,fold1/val_horizon_30_ega_zone_c_count,fold1/val_horizon_30_ega_zone_d_pct,fold1/val_horizon_30_ega_zone_d_count,fold1/val_horizon_30_ega_zone_e_pct,fold1/val_horizon_30_ega_zone_e_count,fold1/val_horizon_45_mae,fold1/val_horizon_45_rmse,fold1/val_horizon_45_mard,fold1/val_horizon_45_r2,fold1/val_horizon_45_ega_zone_a_pct,fold1/val_horizon_45_ega_zone_a_count,fold1/val_horizon_45_ega_zone_b_pct,fold1/val_horizon_45_ega_zone_b_count,fold1/val_horizon_45_ega_zone_c_pct,fold1/val_horizon_45_ega_zone_c_count,fold1/val_horizon_45_ega_zone_d_pct,fold1/val_horizon_45_ega_zone_d_count,fold1/val_horizon_45_ega_zone_e_pct,fold1/val_horizon_45_ega_zone_e_count,fold1/val_horizon_60_mae,fold1/val_horizon_60_rmse,fold1/val_horizon_60_mard,fold1/val_horizon_60_r2,fold1/val_horizon_60_ega_zone_a_pct,fold1/val_horizon_60_ega_zone_a_count,fold1/val_horizon_60_ega_zone_b_pct,fold1/val_horizon_60_ega_zone_b_count,fold1/val_horizon_60_ega_zone_c_pct,fold1/val_horizon_60_ega_zone_c_count,fold1/val_horizon_60_ega_zone_d_pct,fold1/val_horizon_60_ega_zone_d_count,fold1/val_horizon_60_ega_zone_e_pct,fold1/val_horizon_60_ega_zone_e_count
11,0.22349389205790848,12.695560455322266,19.173757553100586,9.531397819519043,0.29044109582901,86.87618255615234,18383.0,13.123819351196289,2777.0,0.0,0.0,0.0,0.0,0.0,0.0,6.436704158782959,9.137373924255371,4.971967697143555,0.838819682598114,98.62004089355469,5217.0,1.3799622058868408,73.0,0.0,0.0,0.0,0.0,0.0,0.0,11.678153038024902,17.114606857299805,8.818076133728027,0.4345553517341614,89.67864227294922,4744.0,10.32136058807373,546.0,0.0,0.0,0.0,0.0,0.0,0.0,15.113028526306152,21.85737419128418,11.28809928894043,0.07800400257110596,82.4007568359375,4359.0,17.599245071411133,931.0,0.0,0.0,0.0,0.0,0.0,0.0,17.55435562133789,24.827117919921875,13.047443389892578,-0.18929731845855713,76.80529022216797,4063.0,23.194705963134766,1227.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.2213636123633332,12.792166709899902,19.1483154296875,9.602680206298828,0.29232287406921387,87.27788543701172,18468.0,12.722116470336914,2692.0,0.0,0.0,0.0,0.0,0.0,0.0,5.951598167419434,8.477989196777344,4.658394813537598,0.8612430095672607,98.94139862060547,5234.0,1.0586011409759521,56.0,0.0,0.0,0.0,0.0,0.0,0.0,11.82742977142334,16.926074981689453,8.969686508178711,0.4469444751739502,90.0,4761.0,10.0,529.0,0.0,0.0,0.0,0.0,0.0,0.0,15.428281784057617,21.938692092895508,11.491050720214844,0.07113093137741089,82.43856811523438,4361.0,17.561437606811523,929.0,0.0,0.0,0.0,0.0,0.0,0.0,17.961353302001953,25.039121627807617,13.29158878326416,-0.20969533920288086,77.7315673828125,4112.0,22.268430709838867,1178.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.21869266782033125,11.976970672607422,18.488162994384766,9.101421356201172,0.34027719497680664,87.97731018066406,18616.0,12.022684097290039,2544.0,0.0,0.0,0.0,0.0,0.0,0.0,5.880269527435303,8.639163970947266,4.626037120819092,0.8559170365333557,98.67675018310547,5220.0,1.323251485824585,70.0,0.0,0.0,0.0,0.0,0.0,0.0,11.086485862731934,16.59238624572754,8.488460540771484,0.46853578090667725,89.77315521240234,4749.0,10.226842880249023,541.0,0.0,0.0,0.0,0.0,0.0,0.0,14.559457778930664,21.40983772277832,10.978857040405273,0.11537390947341919,83.51606750488281,4418.0,16.483930587768555,872.0,0.0,0.0,0.0,0.0,0.0,0.0,16.381669998168945,23.641597747802734,12.312333106994629,-0.07842886447906494,79.94329071044922,4229.0,20.056711196899414,1061.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.21828021620422897,11.643082618713379,17.851913452148438,8.831320762634277,0.38490307331085205,89.08790588378906,18851.0,10.912097930908203,2309.0,0.0,0.0,0.0,0.0,0.0,0.0,5.57806396484375,8.134727478027344,4.4117231369018555,0.8722516298294067,98.94139862060547,5234.0,1.0586011409759521,56.0,0.0,0.0,0.0,0.0,0.0,0.0,10.559721946716309,15.755388259887695,8.112669944763184,0.5208026170730591,91.3610610961914,4833.0,8.638941764831543,457.0,0.0,0.0,0.0,0.0,0.0,0.0,14.020551681518555,20.441469192504883,10.563105583190918,0.19358748197555542,85.36862182617188,4516.0,14.631380081176758,774.0,0.0,0.0,0.0,0.0,0.0,0.0,16.413991928100586,23.29170799255371,12.23778247833252,-0.04674410820007324,80.68053436279297,4268.0,19.319469451904297,1022.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.2151809027792216,11.867103576660156,18.19537353515625,8.975775718688965,0.36100733280181885,88.18525695800781,18660.0,11.81474494934082,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,5.621324062347412,8.297221183776855,4.3821821212768555,0.8670970797538757,98.77127075195312,5225.0,1.2287334203720093,65.0,0.0,0.0,0.0,0.0,0.0,0.0,10.801273345947266,16.13548469543457,8.239192962646484,0.497402548789978,90.54820251464844,4790.0,9.451796531677246,500.0,0.0,0.0,0.0,0.0,0.0,0.0,14.63615608215332,21.18657112121582,10.990580558776855,0.13372784852981567,83.36483764648438,4410.0,16.635160446166992,880.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4096622467041,23.371301651000977,12.291143417358398,-0.05391037464141846,80.05670928955078,4235.0,19.943288803100586,1055.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.21240556061291713,12.109553337097168,18.47793960571289,9.2347993850708,0.34100663661956787,87.90170288085938,18600.0,12.098299026489258,2560.0,0.0,0.0,0.0,0.0,0.0,0.0,5.855086326599121,8.469658851623535,4.587966442108154,0.8615155220031738,98.86578369140625,5230.0,1.1342154741287231,60.0,0.0,0.0,0.0,0.0,0.0,0.0,11.227063179016113,16.457618713378906,8.622241973876953,0.47713416814804077,89.96218872070312,4759.0,10.03780746459961,531.0,0.0,0.0,0.0,0.0,0.0,0.0,14.797836303710938,21.43694496154785,11.22268295288086,0.11313235759735107,83.23251342773438,4403.0,16.767484664916992,887.0,0.0,0.0,0.0,0.0,0.0,0.0,16.558229446411133,23.740386962890625,12.506302833557129,-0.08746039867401123,79.54631805419922,4208.0,20.453685760498047,1082.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.21113710314330666,12.072705268859863,18.53436851501465,9.234573364257812,0.3369755744934082,87.82135772705078,18583.0,12.169187545776367,2575.0,0.009451795369386673,2.0,0.0,0.0,0.0,0.0,5.845371723175049,8.565260887145996,4.551778793334961,0.8583715558052063,98.84688568115234,5229.0,1.1531190872192383,61.0,0.0,0.0,0.0,0.0,0.0,0.0,11.357462882995605,16.878976821899414,8.702007293701172,0.4500179886817932,89.54631042480469,4737.0,10.453685760498047,553.0,0.0,0.0,0.0,0.0,0.0,0.0,14.503068923950195,21.228870391845703,11.066275596618652,0.13026535511016846,83.64839172363281,4425.0,16.332704544067383,864.0,0.018903590738773346,1.0,0.0,0.0,0.0,0.0,16.58492088317871,23.773151397705078,12.618231773376465,-0.09046399593353271,79.24385833740234,4192.0,20.737239837646484,1097.0,0.018903590738773346,1.0,0.0,0.0,0.0,0.0
18,0.2187605725058347,11.957592010498047,18.487497329711914,9.135539054870605,0.3403247594833374,88.10491943359375,18643.0,11.890358924865723,2516.0,0.0047258976846933365,1.0,0.0,0.0,0.0,0.0,6.057402610778809,9.001960754394531,4.701413631439209,0.843561589717865,98.46881103515625,5209.0,1.5311908721923828,81.0,0.0,0.0,0.0,0.0,0.0,0.0,11.108490943908691,16.551210403442383,8.539264678955078,0.4711703658103943,90.11341857910156,4767.0,9.886578559875488,523.0,0.0,0.0,0.0,0.0,0.0,0.0,14.422170639038086,21.20159912109375,10.980117797851562,0.13249850273132324,83.61058807373047,4423.0,16.389413833618164,867.0,0.0,0.0,0.0,0.0,0.0,0.0,16.242307662963867,23.720548629760742,12.321357727050781,-0.08564364910125732,80.22684478759766,4244.0,19.754253387451172,1045.0,0.018903590738773346,1.0,0.0,0.0,0.0,0.0
19,0.2155944899516362,12.21069049835205,18.542097091674805,9.359016418457031,0.3364224433898926,87.93006134033203,18606.0,12.060491561889648,2552.0,0.009451795369386673,2.0,0.0,0.0,0.0,0.0,5.762203693389893,8.44815731048584,4.51691198348999,0.8622177839279175,98.88468933105469,5231.0,1.115311861038208,59.0,0.0,0.0,0.0,0.0,0.0,0.0,11.32628059387207,16.558311462402344,8.72374439239502,0.4707164168357849,90.30245208740234,4777.0,9.697542190551758,513.0,0.0,0.0,0.0,0.0,0.0,0.0,14.791056632995605,21.303232192993164,11.29906940460205,0.12416154146194458,83.38374328613281,4411.0,16.616256713867188,879.0,0.0,0.0,0.0,0.0,0.0,0.0,16.963218688964844,23.997098922729492,12.896339416503906,-0.11110556125640869,79.14933776855469,4187.0,20.812854766845703,1101.0,0.03780718147754669,2.0,0.0,0.0,0.0,0.0
20,0.21022924957100747,12.267614364624023,18.861536026000977,9.35568618774414,0.31336158514022827,87.70793914794922,18559.0,12.27788257598877,2598.0,0.014177693985402584,3.0,0.0,0.0,0.0,0.0,5.914757251739502,8.743717193603516,4.60994815826416,0.8524084687232971,98.75236511230469,5224.0,1.2476370334625244,66.0,0.0,0.0,0.0,0.0,0.0,0.0,11.359232902526855,16.946704864501953,8.699216842651367,0.445595383644104,89.35728454589844,4727.0,10.642722129821777,563.0,0.0,0.0,0.0,0.0,0.0,0.0,14.876649856567383,21.718996047973633,11.295882225036621,0.08964145183563232,83.15689849853516,4399.0,16.824195861816406,890.0,0.018903590738773346,1.0,0.0,0.0,0.0,0.0,16.919822692871094,24.241945266723633,12.817697525024414,-0.13389480113983154,79.56521606445312,4209.0,20.396974563598633,1079.0,0.03780718147754669,2.0,0.0,0.0,0.0,0.0
21,0.19919868549176384,13.017759323120117,19.793556213378906,9.873136520385742,0.24382615089416504,86.03497314453125,18205.0,13.960302352905273,2954.0,0.0047258976846933365,1.0,0.0,0.0,0.0,0.0,6.096395969390869,8.813470840454102,4.75157356262207,0.8500441908836365,98.84688568115234,5229.0,1.1531190872192383,61.0,0.0,0.0,0.0,0.0,0.0,0.0,11.95383358001709,17.396326065063477,9.114919662475586,0.41578686237335205,88.69564819335938,4692.0,11.30434799194336,598.0,0.0,0.0,0.0,0.0,0.0,0.0,15.873183250427246,22.7929744720459,11.9670991897583,-0.00261688232421875,80.35916900634766,4251.0,19.640830993652344,1039.0,0.0,0.0,0.0,0.0,0.0,0.0,18.14762306213379,25.832351684570312,13.658950805664062,-0.2875547409057617,76.2381820678711,4033.0,23.742910385131836,1256.0,0.018903590738773346,1.0,0.0,0.0,0.0,0.0
22,0.1964931972440413,13.449970245361328,20.36756134033203,10.178001403808594,0.19933289289474487,85.27410125732422,18044.0,14.721171379089355,3115.0,0.0047258976846933365,1.0,0.0,0.0,0.0,0.0,6.44977331161499,9.186134338378906,4.995351791381836,0.8370948433876038,98.79016876220703,5226.0,1.2098298072814941,64.0,0.0,0.0,0.0,0.0,0.0,0.0,12.369878768920898,17.867918014526367,9.404712677001953,0.38368290662765503,87.69376373291016,4639.0,12.306238174438477,651.0,0.0,0.0,0.0,0.0,0.0,0.0,16.112646102905273,23.13134765625,12.145326614379883,-0.03260648250579834,79.7353515625,4218.0,20.245746612548828,1071.0,0.018903590738773346,1.0,0.0,0.0,0.0,0.0,18.867582321166992,26.84480094909668,14.166609764099121,-0.3904590606689453,74.87712860107422,3961.0,25.12287139892578,1329.0,0.0,0.0,0.0,0.0,0.0,0.0
step,fold1/test_loss,fold1/test_mae,fold1/test_rmse,fold1/test_mard,fold1/test_r2,fold1/test_ega_zone_a_pct,fold1/test_ega_zone_a_count,fold1/test_ega_zone_b_pct,fold1/test_ega_zone_b_count,fold1/test_ega_zone_c_pct,fold1/test_ega_zone_c_count,fold1/test_ega_zone_d_pct,fold1/test_ega_zone_d_count,fold1/test_ega_zone_e_pct,fold1/test_ega_zone_e_count,fold1/test_horizon_15_mae,fold1/test_horizon_15_rmse,fold1/test_horizon_15_mard,fold1/test_horizon_15_r2,fold1/test_horizon_15_ega_zone_a_pct,fold1/test_horizon_15_ega_zone_a_count,fold1/test_horizon_15_ega_zone_b_pct,fold1/test_horizon_15_ega_zone_b_count,fold1/test_horizon_15_ega_zone_c_pct,fold1/test_horizon_15_ega_zone_c_count,fold1/test_horizon_15_ega_zone_d_pct,fold1/test_horizon_15_ega_zone_d_count,fold1/test_horizon_15_ega_zone_e_pct,fold1/test_horizon_15_ega_zone_e_count,fold1/test_horizon_30_mae,fold1/test_horizon_30_rmse,fold1/test_horizon_30_mard,fold1/test_horizon_30_r2,fold1/test_horizon_30_ega_zone_a_pct,fold1/test_horizon_30_ega_zone_a_count,fold1/test_horizon_30_ega_zone_b_pct,fold1/test_horizon_30_ega_zone_b_count,fold1/test_horizon_30_ega_zone_c_pct,fold1/test_horizon_30_ega_zone_c_count,fold1/test_horizon_30_ega_zone_d_pct,fold1/test_horizon_30_ega_zone_d_count,fold1/test_horizon_30_ega_zone_e_pct,fold1/test_horizon_30_ega_zone_e_count,fold1/test_horizon_45_mae,fold1/test_horizon_45_rmse,fold1/test_horizon_45_mard,fold1/test_horizon_45_r2,fold1/test_horizon_45_ega_zone_a_pct,fold1/test_horizon_45_ega_zone_a_count,fold1/test_horizon_45_ega_zone_b_pct,fold1/test_horizon_45_ega_zone_b_count,fold1/test_horizon_45_ega_zone_c_pct,fold1/test_horizon_45_ega_zone_c_count,fold1/test_horizon_45_ega_zone_d_pct,fold1/test_horizon_45_ega_zone_d_count,fold1/test_horizon_45_ega_zone_e_pct,fold1/test_horizon_45_ega_zone_e_count,fold1/test_horizon_60_mae,fold1/test_horizon_60_rmse,fold1/test_horizon_60_mard,fold1/test_horizon_60_r2,fold1/test_horizon_60_ega_zone_a_pct,fold1/test_horizon_60_ega_zone_a_count,fold1/test_horizon_60_ega_zone_b_pct,fold1/test_horizon_60_ega_zone_b_count,fold1/test_horizon_60_ega_zone_c_pct,fold1/test_horizon_60_ega_zone_c_count,fold1/test_horizon_60_ega_zone_d_pct,fold1/test_horizon_60_ega_zone_d_count,fold1/test_horizon_60_ega_zone_e_pct,fold1/test_horizon_60_ega_zone_e_count
0,0.17191938877170712,8.413320541381836,11.66461181640625,7.885176658630371,0.47176235914230347,92.67993927001953,6799.0,7.2110137939453125,529.0,0.0,0.0,0.10905124992132187,8.0,0.0,0.0,4.83409309387207,6.700922966003418,4.618680953979492,0.8237648606300354,98.8004379272461,1812.0,1.0905125141143799,20.0,0.0,0.0,0.10905124992132187,2.0,0.0,0.0,8.155868530273438,11.341897964477539,7.692841529846191,0.4987383484840393,93.02072143554688,1706.0,6.8702287673950195,126.0,0.0,0.0,0.10905124992132187,2.0,0.0,0.0,9.77410888671875,13.066235542297363,9.129098892211914,0.3395596742630005,90.78517150878906,1665.0,9.105779647827148,167.0,0.0,0.0,0.10905124992132187,2.0,0.0,0.0,10.88921070098877,14.141611099243164,10.100085258483887,0.23199403285980225,88.11341857910156,1616.0,11.777535438537598,216.0,0.0,0.0,0.10905124992132187,2.0,0.0,0.0
