fold,test_subject,train_time_seconds,inference_time_seconds,inference_ms_per_sample,parameter_count,mae,rmse,mard,mape,r2,pearson,ega_zone_a_pct,ega_zone_b_pct,ega_zone_c_pct,ega_zone_d_pct,ega_zone_e_pct
1,001,284.7003412428312,0.4180114888586104,0.22792338541908963,180545,9.582165718078613,12.87513256072998,9.042390823364258,9.042390823364258,0.35873717069625854,0.6103920936584473,92.3118896484375,7.579061985015869,0.0,0.10905124992132187,0.0
2,002,280.5071584400721,0.3807396781630814,0.20794084006722086,180545,14.79854965209961,19.674636840820312,11.082383155822754,11.082383155822754,0.016909778118133545,0.48076117038726807,84.8170394897461,15.182960510253906,0.0,0.0,0.0
3,003,278.25012895208783,0.2683255225419998,0.21674113290953134,180545,11.89885425567627,17.530996322631836,10.949790000915527,10.949790000915527,0.0586734414100647,0.33704277873039246,83.27948760986328,16.15509033203125,0.0,0.5654280781745911,0.0
4,004,243.9145764100831,0.2553973018657416,0.20157640241968555,180545,11.000741004943848,15.634300231933594,9.645769119262695,9.645769119262695,0.34467190504074097,0.5889571905136108,86.50355529785156,13.338595390319824,0.0,0.15785318613052368,0.0
5,005,250.3773276770953,0.455642924644053,0.20777151146559644,180545,9.883176803588867,13.15195083618164,9.615204811096191,9.615204811096191,0.24993491172790527,0.5716533064842224,89.96807861328125,10.031919479370117,0.0,0.0,0.0
6,006,268.3746166098863,0.3221455954480916,0.21263735673141362,180545,14.315168380737305,21.312997817993164,10.81043815612793,10.81043815612793,0.3099672794342041,0.5980188250541687,85.08250427246094,14.91749095916748,0.0,0.0,0.0
7,007,221.8102635811083,0.3741283530835062,0.19097925119117215,180545,12.421741485595703,16.596084594726562,13.979842185974121,13.979842185974121,0.1915348768234253,0.5447390079498291,74.93619537353516,19.908117294311523,0.0,5.155691623687744,0.0
8,008,314.5582796339877,1.608318008016795,0.8420513130977983,180545,10.772895812988281,14.879162788391113,9.981754302978516,9.981754302978516,0.31876254081726074,0.577462911605835,87.06806182861328,11.518324851989746,0.0,1.4136124849319458,0.0
9,009,313.4275518672075,0.7498451578430831,0.36206912498458865,180545,13.130322456359863,20.04987335205078,9.65156078338623,9.65156078338623,0.2458723783493042,0.568892776966095,86.23853302001953,13.761467933654785,0.0,0.0,0.0
10,010,269.7693436241243,0.3914443883113563,0.20537481023680815,180545,16.130687713623047,24.854290008544922,14.289851188659668,14.289851188659668,0.28886109590530396,0.5447043180465698,76.75760650634766,20.7764949798584,0.0,2.46589732170105,0.0
11,011,312.00352768599987,0.358077057171613,0.16779618424161807,180545,13.699275970458984,19.280500411987305,11.050667762756348,11.050667762756348,0.356462299823761,0.6046980619430542,83.78631591796875,16.21368408203125,0.0,0.0,0.0
12,012,181.15839133993722,0.3683666449505836,0.20613690260245304,180545,10.270197868347168,16.217906951904297,8.099180221557617,8.099180221557617,0.2826738953590393,0.5573518872261047,90.43089294433594,9.569109916687012,0.0,0.0,0.0
13,013,204.2006442679558,0.34253301774151623,0.1762001120069528,180545,13.764198303222656,21.377634048461914,9.895975112915039,9.895975112915039,0.0949668288230896,0.47684070467948914,86.21399688720703,13.786008834838867,0.0,0.0,0.0
14,014,204.38606319390237,0.261313758790493,0.18612091081943946,180545,12.636247634887695,19.158039093017578,10.186442375183105,10.186442375183105,0.2233763337135315,0.5031223893165588,84.68660736083984,15.242165565490723,0.0,0.07122506946325302,0.0
15,015,200.46955031296238,0.0708954893052578,0.18510571620171748,180545,8.525501251220703,12.58034610748291,7.683003902435303,7.683003902435303,0.23907631635665894,0.49045929312705994,94.77806854248047,4.9608354568481445,0.0,0.2610965967178345,0.0
16,016,270.1392084560357,0.27924183919094503,0.16103912294748848,180545,11.966224670410156,16.83047103881836,10.924379348754883,10.924379348754883,-0.003399968147277832,0.3232724368572235,83.96770477294922,15.974624633789062,0.0,0.057670123875141144,0.0
