step,fold1/train_loss,fold1/val_mae,fold1/val_rmse,fold1/val_mard,fold1/val_r2,fold1/val_pearson,fold1/val_ega_zone_a_pct,fold1/val_ega_zone_a_count,fold1/val_ega_zone_b_pct,fold1/val_ega_zone_b_count,fold1/val_ega_zone_c_pct,fold1/val_ega_zone_c_count,fold1/val_ega_zone_d_pct,fold1/val_ega_zone_d_count,fold1/val_ega_zone_e_pct,fold1/val_ega_zone_e_count,fold1/val_horizon_15_mae,fold1/val_horizon_15_rmse,fold1/val_horizon_15_mard,fold1/val_horizon_15_r2,fold1/val_horizon_15_pearson,fold1/val_horizon_15_ega_zone_a_pct,fold1/val_horizon_15_ega_zone_a_count,fold1/val_horizon_15_ega_zone_b_pct,fold1/val_horizon_15_ega_zone_b_count,fold1/val_horizon_15_ega_zone_c_pct,fold1/val_horizon_15_ega_zone_c_count,fold1/val_horizon_15_ega_zone_d_pct,fold1/val_horizon_15_ega_zone_d_count,fold1/val_horizon_15_ega_zone_e_pct,fold1/val_horizon_15_ega_zone_e_count,fold1/val_horizon_30_mae,fold1/val_horizon_30_rmse,fold1/val_horizon_30_mard,fold1/val_horizon_30_r2,fold1/val_horizon_30_pearson,fold1/val_horizon_30_ega_zone_a_pct,fold1/val_horizon_30_ega_zone_a_count,fold1/val_horizon_30_ega_zone_b_pct,fold1/val_horizon_30_ega_zone_b_count,fold1/val_horizon_30_ega_zone_c_pct,fold1/val_horizon_30_ega_zone_c_count,fold1/val_horizon_30_ega_zone_d_pct,fold1/val_horizon_30_ega_zone_d_count,fold1/val_horizon_30_ega_zone_e_pct,fold1/val_horizon_30_ega_zone_e_count,fold1/val_horizon_45_mae,fold1/val_horizon_45_rmse,fold1/val_horizon_45_mard,fold1/val_horizon_45_r2,fold1/val_horizon_45_pearson,fold1/val_horizon_45_ega_zone_a_pct,fold1/val_horizon_45_ega_zone_a_count,fold1/val_horizon_45_ega_zone_b_pct,fold1/val_horizon_45_ega_zone_b_count,fold1/val_horizon_45_ega_zone_c_pct,fold1/val_horizon_45_ega_zone_c_count,fold1/val_horizon_45_ega_zone_d_pct,fold1/val_horizon_45_ega_zone_d_count,fold1/val_horizon_45_ega_zone_e_pct,fold1/val_horizon_45_ega_zone_e_count,fold1/val_horizon_60_mae,fold1/val_horizon_60_rmse,fold1/val_horizon_60_mard,fold1/val_horizon_60_r2,fold1/val_horizon_60_pearson,fold1/val_horizon_60_ega_zone_a_pct,fold1/val_horizon_60_ega_zone_a_count,fold1/val_horizon_60_ega_zone_b_pct,fold1/val_horizon_60_ega_zone_b_count,fold1/val_horizon_60_ega_zone_c_pct,fold1/val_horizon_60_ega_zone_c_count,fold1/val_horizon_60_ega_zone_d_pct,fold1/val_horizon_60_ega_zone_d_count,fold1/val_horizon_60_ega_zone_e_pct,fold1/val_horizon_60_ega_zone_e_count,fold1/diag_horizon_query_similarity,fold1/diag_horizon_progressive_gate,fold1/diag_horizon_attention_similarity,fold1/diag_horizon_attention_entropy,fold1/diag_horizon_curriculum_progress,fold1/diag_loss_horizon_weight_0,fold1/diag_loss_horizon_weight_1,fold1/diag_loss_horizon_weight_2,fold1/diag_loss_horizon_weight_3
7,0.23425920176000561,10.468120574951172,16.0245361328125,8.484829902648926,0.5253756046295166,0.7328300476074219,90.04730224609375,19796.0,9.68431568145752,2129.0,0.0,0.0,0.26837700605392456,59.0,0.0,0.0,5.563066482543945,7.917159557342529,4.647509574890137,0.8840034604072571,0.9409037828445435,98.67176055908203,5423.0,1.2372634410858154,68.0,0.0,0.0,0.09097525477409363,5.0,0.0,0.0,9.878536224365234,14.390405654907227,8.056172370910645,0.6172443628311157,0.789732038974762,91.52111053466797,5030.0,8.187772750854492,450.0,0.0,0.0,0.29112082719802856,16.0,0.0,0.0,12.399560928344727,18.232297897338867,10.009203910827637,0.38595879077911377,0.6381487250328064,86.49927520751953,4754.0,13.155022621154785,723.0,0.0,0.0,0.34570595622062683,19.0,0.0,0.0,14.031319618225098,20.614587783813477,11.22643756866455,0.21499788761138916,0.5168395042419434,83.49708557128906,4589.0,16.15720558166504,888.0,0.0,0.0,0.34570595622062683,19.0,0.0,0.0,0.04548773169517517,0.11920291930437088,0.9852403998374939,0.9320955276489258,0.42857142857142855,0.28070175647735596,0.25664159655570984,0.23659147322177887,0.22606515884399414
8,0.23095660383765915,10.303443908691406,15.828398704528809,8.349604606628418,0.5369231104850769,0.7410239577293396,90.23381042480469,19837.0,9.502365112304688,2089.0,0.0,0.0,0.26382824778556824,58.0,0.0,0.0,5.383693218231201,7.6019206047058105,4.50753927230835,0.8930568695068359,0.9455708265304565,98.81732177734375,5431.0,1.0917030572891235,60.0,0.0,0.0,0.09097525477409363,5.0,0.0,0.0,9.70380973815918,14.14669418334961,7.908953666687012,0.6300990581512451,0.798522412776947,91.75764465332031,5043.0,7.969432353973389,438.0,0.0,0.0,0.2729257643222809,15.0,0.0,0.0,12.240313529968262,18.0689640045166,9.8692626953125,0.3969112038612366,0.6466139554977417,86.75399780273438,4768.0,12.900291442871094,709.0,0.0,0.0,0.34570595622062683,19.0,0.0,0.0,13.885958671569824,20.438865661621094,11.112658500671387,0.2283238172531128,0.52460777759552,83.60626220703125,4595.0,16.04803466796875,882.0,0.0,0.0,0.34570595622062683,19.0,0.0,0.0,0.06320196390151978,0.11920291930437088,0.9891660213470459,0.9094094038009644,0.5,0.2719298303127289,0.25219297409057617,0.2399122714996338,0.23596492409706116
9,0.23040802044919018,10.233528137207031,15.670380592346191,8.315690994262695,0.5461229681968689,0.7453610301017761,90.49308013916016,19894.0,9.243085861206055,2032.0,0.0,0.0,0.26382824778556824,58.0,0.0,0.0,5.336585521697998,7.4974284172058105,4.486722469329834,0.8959766626358032,0.9467425346374512,98.79912567138672,5430.0,1.1098980903625488,61.0,0.0,0.0,0.09097525477409363,5.0,0.0,0.0,9.625106811523438,13.943790435791016,7.884158134460449,0.6406338214874268,0.8033971786499023,91.75764465332031,5043.0,7.969432353973389,438.0,0.0,0.0,0.2729257643222809,15.0,0.0,0.0,12.157855987548828,17.898683547973633,9.824971199035645,0.4082246422767639,0.6518890857696533,87.28166198730469,4797.0,12.372634887695312,680.0,0.0,0.0,0.34570595622062683,19.0,0.0,0.0,13.814562797546387,20.27904510498047,11.066912651062012,0.2403448224067688,0.5286239981651306,84.13391876220703,4624.0,15.520379066467285,853.0,0.0,0.0,0.34570595622062683,19.0,0.0,0.0,0.06719069927930832,0.11920291930437088,0.9889371395111084,0.9051923155784607,0.5714285714285714,0.2631579041481018,0.2477443516254425,0.2432330846786499,0.24586467444896698
10,0.22925713247629442,10.120491027832031,15.560086250305176,8.228177070617676,0.5524896383285522,0.7489719390869141,90.51583099365234,19899.0,9.220342636108398,2027.0,0.0,0.0,0.26382824778556824,58.0,0.0,0.0,5.2668843269348145,7.398426532745361,4.426870822906494,0.8987057209014893,0.9483374953269958,98.83551788330078,5432.0,1.0735080242156982,59.0,0.0,0.0,0.09097525477409363,5.0,0.0,0.0,9.541671752929688,13.851702690124512,7.8122758865356445,0.6453647613525391,0.8062629103660583,91.77583312988281,5044.0,7.951237201690674,437.0,0.0,0.0,0.2729257643222809,15.0,0.0,0.0,12.021484375,17.78391456604004,9.719769477844238,0.41578930616378784,0.6559324264526367,87.26346588134766,4796.0,12.390830039978027,681.0,0.0,0.0,0.34570595622062683,19.0,0.0,0.0,13.651920318603516,20.139293670654297,10.953792572021484,0.25077903270721436,0.5334414839744568,84.1884994506836,4627.0,15.465792655944824,850.0,0.0,0.0,0.34570595622062683,19.0,0.0,0.0,0.07645165175199509,0.11920291930437088,0.9949216842651367,0.8914800882339478,0.6428571428571429,0.25438597798347473,0.24329572916030884,0.24655388295650482,0.2557644248008728
11,0.2278844976032019,10.121541976928711,15.614995002746582,8.21645450592041,0.549325704574585,0.7467470169067383,90.49308013916016,19894.0,9.243085861206055,2032.0,0.0,0.0,0.26382824778556824,58.0,0.0,0.0,5.270082950592041,7.4253010749816895,4.421553134918213,0.8979684710502625,0.9480577111244202,98.89009857177734,5435.0,1.0189229249954224,56.0,0.0,0.0,0.09097525477409363,5.0,0.0,0.0,9.51944351196289,13.882396697998047,7.788483619689941,0.6437913775444031,0.8052442073822021,91.97598266601562,5055.0,7.751091480255127,426.0,0.0,0.0,0.2729257643222809,15.0,0.0,0.0,12.004828453063965,17.82910919189453,9.69357681274414,0.4128163456916809,0.6531093716621399,87.11790466308594,4788.0,12.53639030456543,689.0,0.0,0.0,0.34570595622062683,19.0,0.0,0.0,13.691815376281738,20.238059997558594,10.962204933166504,0.24341225624084473,0.5265427827835083,83.98835754394531,4616.0,15.665939331054688,861.0,0.0,0.0,0.34570595622062683,19.0,0.0,0.0,0.0882658138871193,0.11920291930437088,0.9951643347740173,0.8846721649169922,0.7142857142857143,0.24561403691768646,0.23884710669517517,0.24987469613552094,0.26566416025161743
12,0.22660246458669528,10.121889114379883,15.594366073608398,8.237611770629883,0.5505155920982361,0.7466815710067749,90.4384994506836,19882.0,9.2976713180542,2044.0,0.0,0.0,0.26382824778556824,58.0,0.0,0.0,5.228421688079834,7.36787748336792,4.394515514373779,0.8995404839515686,0.9487473368644714,99.01746368408203,5442.0,0.891557514667511,49.0,0.0,0.0,0.09097525477409363,5.0,0.0,0.0,9.528874397277832,13.855504989624023,7.813816547393799,0.6451700925827026,0.8054212331771851,91.72125244140625,5041.0,8.00582218170166,440.0,0.0,0.0,0.2729257643222809,15.0,0.0,0.0,12.025805473327637,17.814607620239258,9.738831520080566,0.4137711524963379,0.6523036360740662,86.8813705444336,4775.0,12.77292537689209,702.0,0.0,0.0,0.34570595622062683,19.0,0.0,0.0,13.70445728302002,20.226621627807617,11.00328254699707,0.2442672848701477,0.5246120691299438,84.13391876220703,4624.0,15.520379066467285,853.0,0.0,0.0,0.34570595622062683,19.0,0.0,0.0,0.0824667438864708,0.11920291930437088,0.9918510913848877,0.8890783786773682,0.7857142857142857,0.23684212565422058,0.2343984991312027,0.25319552421569824,0.27556392550468445
13,0.2261595393004116,10.089837074279785,15.580547332763672,8.21353816986084,0.5513118505477905,0.7470017075538635,90.22016143798828,19834.0,9.516012191772461,2092.0,0.0,0.0,0.26382824778556824,58.0,0.0,0.0,5.185786247253418,7.3484907150268555,4.355195999145508,0.900068461894989,0.9490755200386047,98.9264907836914,5437.0,0.9825327396392822,54.0,0.0,0.0,0.09097525477409363,5.0,0.0,0.0,9.455765724182129,13.82989501953125,7.751524448394775,0.6464805603027344,0.8061937689781189,91.86681365966797,5049.0,7.860261917114258,432.0,0.0,0.0,0.2729257643222809,15.0,0.0,0.0,12.011240005493164,17.8170166015625,9.729387283325195,0.413612425327301,0.651767909526825,86.4810791015625,4753.0,13.173216819763184,724.0,0.0,0.0,0.34570595622062683,19.0,0.0,0.0,13.706550598144531,20.20646858215332,11.01804256439209,0.24577254056930542,0.5248915553092957,83.60626220703125,4595.0,16.04803466796875,882.0,0.0,0.0,0.34570595622062683,19.0,0.0,0.0,0.08620376139879227,0.11920291930437088,0.988182544708252,0.9044872522354126,0.8571428571428571,0.22807016968727112,0.22994986176490784,0.25651630759239197,0.2854636609554291
14,0.2248217156460391,10.13224983215332,15.661384582519531,8.241179466247559,0.546643853187561,0.7440441846847534,90.27474212646484,19846.0,9.461426734924316,2080.0,0.0,0.0,0.26382824778556824,58.0,0.0,0.0,5.2034382820129395,7.404637813568115,4.3630781173706055,0.8985355496406555,0.9483798742294312,99.03565979003906,5443.0,0.8733624815940857,48.0,0.0,0.0,0.09097525477409363,5.0,0.0,0.0,9.498905181884766,13.931009292602539,7.778254985809326,0.6412922739982605,0.8031864762306213,91.75764465332031,5043.0,7.969432353973389,438.0,0.0,0.0,0.2729257643222809,15.0,0.0,0.0,12.062520027160645,17.89191436767578,9.769793510437012,0.4086722135543823,0.6481694579124451,86.8995590209961,4776.0,12.754731178283691,701.0,0.0,0.0,0.34570595622062683,19.0,0.0,0.0,13.764138221740723,20.300092697143555,11.053590774536133,0.23876714706420898,0.5184869170188904,83.40611267089844,4584.0,16.248180389404297,893.0,0.0,0.0,0.34570595622062683,19.0,0.0,0.0,0.08922357112169266,0.11920291930437088,0.9871241450309753,0.908156156539917,0.9285714285714286,0.21929824352264404,0.22550123929977417,0.2598370909690857,0.2953633964061737
15,0.22459988263561811,10.139747619628906,15.709382057189941,8.243538856506348,0.5438608527183533,0.7423987984657288,90.1246337890625,19813.0,9.611536026000977,2113.0,0.0,0.0,0.26382824778556824,58.0,0.0,0.0,5.187161922454834,7.419497966766357,4.347311019897461,0.8981279134750366,0.948122501373291,98.9083023071289,5436.0,1.0007277727127075,55.0,0.0,0.0,0.09097525477409363,5.0,0.0,0.0,9.48990249633789,13.977396965026855,7.765207290649414,0.6388994455337524,0.8018147349357605,91.57569122314453,5033.0,8.151383399963379,448.0,0.0,0.0,0.2729257643222809,15.0,0.0,0.0,12.09103775024414,17.97879981994629,9.782483100891113,0.40291500091552734,0.6446126103401184,86.60843658447266,4760.0,13.045851707458496,717.0,0.0,0.0,0.34570595622062683,19.0,0.0,0.0,13.79089069366455,20.33432960510254,11.07914924621582,0.23619729280471802,0.5173022150993347,83.40611267089844,4584.0,16.248180389404297,893.0,0.0,0.0,0.34570595622062683,19.0,0.0,0.0,0.09636887907981873,0.11920291930437088,0.9853339791297913,0.9003517627716064,1.0,0.21052631735801697,0.2210526168346405,0.2631579041481018,0.3052631616592407
16,0.2193156423513029,10.172843933105469,15.728084564208984,8.28892993927002,0.5427740812301636,0.7412582039833069,90.04730224609375,19796.0,9.688864707946777,2130.0,0.0,0.0,0.26382824778556824,58.0,0.0,0.0,5.173557758331299,7.420417785644531,4.339592456817627,0.8981026411056519,0.9480078816413879,98.9083023071289,5436.0,1.0007277727127075,55.0,0.0,0.0,0.09097525477409363,5.0,0.0,0.0,9.529833793640137,14.02922248840332,7.812987327575684,0.6362167000770569,0.7996532320976257,91.48471069335938,5028.0,8.242358207702637,453.0,0.0,0.0,0.2729257643222809,15.0,0.0,0.0,12.136289596557617,17.997346878051758,9.848011016845703,0.40168243646621704,0.6430932283401489,86.39009857177734,4748.0,13.264192581176758,729.0,0.0,0.0,0.34570595622062683,19.0,0.0,0.0,13.85169506072998,20.339725494384766,11.155132293701172,0.2357918620109558,0.5164774060249329,83.40611267089844,4584.0,16.248180389404297,893.0,0.0,0.0,0.34570595622062683,19.0,0.0,0.0,0.10490498691797256,0.11920291930437088,0.9758560657501221,0.9115870594978333,1.0,0.21052631735801697,0.2210526168346405,0.2631579041481018,0.3052631616592407
17,0.21738806557645973,10.198225975036621,15.766470909118652,8.300575256347656,0.540539562702179,0.7400936484336853,90.01546478271484,19789.0,9.72070598602295,2137.0,0.0,0.0,0.26382824778556824,58.0,0.0,0.0,5.16331672668457,7.4080281257629395,4.333677291870117,0.8984426259994507,0.9481725692749023,98.9264907836914,5437.0,0.9825327396392822,54.0,0.0,0.0,0.09097525477409363,5.0,0.0,0.0,9.52656078338623,14.005843162536621,7.80244779586792,0.6374281644821167,0.8006773591041565,91.59388732910156,5034.0,8.133188247680664,447.0,0.0,0.0,0.2729257643222809,15.0,0.0,0.0,12.189146041870117,18.047714233398438,9.878911018371582,0.398328959941864,0.6408643126487732,86.4264907836914,4750.0,13.227802276611328,727.0,0.0,0.0,0.34570595622062683,19.0,0.0,0.0,13.913877487182617,20.43437957763672,11.187261581420898,0.22866249084472656,0.510680615901947,83.114990234375,4568.0,16.5393009185791,909.0,0.0,0.0,0.34570595622062683,19.0,0.0,0.0,0.10835304856300354,0.11920291930437088,0.9749081134796143,0.9150629043579102,1.0,0.21052631735801697,0.2210526168346405,0.2631579041481018,0.3052631616592407
18,0.21262806105786883,10.312529563903809,15.930832862854004,8.384047508239746,0.530910074710846,0.734092652797699,89.67430877685547,19714.0,10.066411972045898,2213.0,0.0,0.0,0.2592794895172119,57.0,0.0,0.0,5.206736087799072,7.458644866943359,4.3631591796875,0.8970500826835632,0.9475679397583008,98.87190246582031,5434.0,1.055312991142273,58.0,0.0,0.0,0.07278020679950714,4.0,0.0,0.0,9.607293128967285,14.103439331054688,7.858381271362305,0.6323575973510742,0.7978014945983887,91.44832611083984,5026.0,8.278748512268066,455.0,0.0,0.0,0.2729257643222809,15.0,0.0,0.0,12.340216636657715,18.2379093170166,9.987757682800293,0.38558077812194824,0.6322269439697266,85.84424591064453,4718.0,13.810043334960938,759.0,0.0,0.0,0.34570595622062683,19.0,0.0,0.0,14.095870971679688,20.68830680847168,11.32689094543457,0.20937347412109375,0.4971618056297302,82.53275299072266,4536.0,17.121543884277344,941.0,0.0,0.0,0.34570595622062683,19.0,0.0,0.0,0.10649170726537704,0.11920291930437088,0.970449686050415,0.9171527624130249,1.0,0.21052631735801697,0.2210526168346405,0.2631579041481018,0.3052631616592407
step,fold3/test_loss,fold3/test_mae,fold3/test_rmse,fold3/test_mard,fold3/test_r2,fold3/test_pearson,fold3/test_ega_zone_a_pct,fold3/test_ega_zone_a_count,fold3/test_ega_zone_b_pct,fold3/test_ega_zone_b_count,fold3/test_ega_zone_c_pct,fold3/test_ega_zone_c_count,fold3/test_ega_zone_d_pct,fold3/test_ega_zone_d_count,fold3/test_ega_zone_e_pct,fold3/test_ega_zone_e_count,fold3/test_horizon_15_mae,fold3/test_horizon_15_rmse,fold3/test_horizon_15_mard,fold3/test_horizon_15_r2,fold3/test_horizon_15_pearson,fold3/test_horizon_15_ega_zone_a_pct,fold3/test_horizon_15_ega_zone_a_count,fold3/test_horizon_15_ega_zone_b_pct,fold3/test_horizon_15_ega_zone_b_count,fold3/test_horizon_15_ega_zone_c_pct,fold3/test_horizon_15_ega_zone_c_count,fold3/test_horizon_15_ega_zone_d_pct,fold3/test_horizon_15_ega_zone_d_count,fold3/test_horizon_15_ega_zone_e_pct,fold3/test_horizon_15_ega_zone_e_count,fold3/test_horizon_30_mae,fold3/test_horizon_30_rmse,fold3/test_horizon_30_mard,fold3/test_horizon_30_r2,fold3/test_horizon_30_pearson,fold3/test_horizon_30_ega_zone_a_pct,fold3/test_horizon_30_ega_zone_a_count,fold3/test_horizon_30_ega_zone_b_pct,fold3/test_horizon_30_ega_zone_b_count,fold3/test_horizon_30_ega_zone_c_pct,fold3/test_horizon_30_ega_zone_c_count,fold3/test_horizon_30_ega_zone_d_pct,fold3/test_horizon_30_ega_zone_d_count,fold3/test_horizon_30_ega_zone_e_pct,fold3/test_horizon_30_ega_zone_e_count,fold3/test_horizon_45_mae,fold3/test_horizon_45_rmse,fold3/test_horizon_45_mard,fold3/test_horizon_45_r2,fold3/test_horizon_45_pearson,fold3/test_horizon_45_ega_zone_a_pct,fold3/test_horizon_45_ega_zone_a_count,fold3/test_horizon_45_ega_zone_b_pct,fold3/test_horizon_45_ega_zone_b_count,fold3/test_horizon_45_ega_zone_c_pct,fold3/test_horizon_45_ega_zone_c_count,fold3/test_horizon_45_ega_zone_d_pct,fold3/test_horizon_45_ega_zone_d_count,fold3/test_horizon_45_ega_zone_e_pct,fold3/test_horizon_45_ega_zone_e_count,fold3/test_horizon_60_mae,fold3/test_horizon_60_rmse,fold3/test_horizon_60_mard,fold3/test_horizon_60_r2,fold3/test_horizon_60_pearson,fold3/test_horizon_60_ega_zone_a_pct,fold3/test_horizon_60_ega_zone_a_count,fold3/test_horizon_60_ega_zone_b_pct,fold3/test_horizon_60_ega_zone_b_count,fold3/test_horizon_60_ega_zone_c_pct,fold3/test_horizon_60_ega_zone_c_count,fold3/test_horizon_60_ega_zone_d_pct,fold3/test_horizon_60_ega_zone_d_count,fold3/test_horizon_60_ega_zone_e_pct,fold3/test_horizon_60_ega_zone_e_count
0,0.24105895056670626,8.995726585388184,14.545511245727539,8.113516807556152,0.355557382106781,0.6187713742256165,90.30694580078125,4472.0,9.289175987243652,460.0,0.0,0.0,0.4038771986961365,20.0,0.0,0.0,4.677341461181641,6.6565752029418945,4.238405704498291,0.8665818572044373,0.9313299059867859,98.94992065429688,1225.0,0.9693053364753723,12.0,0.0,0.0,0.08077544718980789,1.0,0.0,0.0,8.52092456817627,12.98629379272461,7.663573265075684,0.4878529906272888,0.7073982954025269,91.35702514648438,1131.0,8.239095687866211,102.0,0.0,0.0,0.4038771986961365,5.0,0.0,0.0,10.825512886047363,16.82781219482422,9.736215591430664,0.13267385959625244,0.44205987453460693,86.26817321777344,1068.0,13.166398048400879,163.0,0.0,0.0,0.5654280781745911,7.0,0.0,0.0,11.959123611450195,18.712522506713867,10.81586742401123,-0.07644546031951904,0.2460392415523529,84.65267181396484,1048.0,14.781906127929688,183.0,0.0,0.0,0.5654280781745911,7.0,0.0,0.0
step,fold4/train_loss,fold4/val_mae,fold4/val_rmse,fold4/val_mard,fold4/val_r2,fold4/val_pearson,fold4/val_ega_zone_a_pct,fold4/val_ega_zone_a_count,fold4/val_ega_zone_b_pct,fold4/val_ega_zone_b_count,fold4/val_ega_zone_c_pct,fold4/val_ega_zone_c_count,fold4/val_ega_zone_d_pct,fold4/val_ega_zone_d_count,fold4/val_ega_zone_e_pct,fold4/val_ega_zone_e_count,fold4/val_horizon_15_mae,fold4/val_horizon_15_rmse,fold4/val_horizon_15_mard,fold4/val_horizon_15_r2,fold4/val_horizon_15_pearson,fold4/val_horizon_15_ega_zone_a_pct,fold4/val_horizon_15_ega_zone_a_count,fold4/val_horizon_15_ega_zone_b_pct,fold4/val_horizon_15_ega_zone_b_count,fold4/val_horizon_15_ega_zone_c_pct,fold4/val_horizon_15_ega_zone_c_count,fold4/val_horizon_15_ega_zone_d_pct,fold4/val_horizon_15_ega_zone_d_count,fold4/val_horizon_15_ega_zone_e_pct,fold4/val_horizon_15_ega_zone_e_count,fold4/val_horizon_30_mae,fold4/val_horizon_30_rmse,fold4/val_horizon_30_mard,fold4/val_horizon_30_r2,fold4/val_horizon_30_pearson,fold4/val_horizon_30_ega_zone_a_pct,fold4/val_horizon_30_ega_zone_a_count,fold4/val_horizon_30_ega_zone_b_pct,fold4/val_horizon_30_ega_zone_b_count,fold4/val_horizon_30_ega_zone_c_pct,fold4/val_horizon_30_ega_zone_c_count,fold4/val_horizon_30_ega_zone_d_pct,fold4/val_horizon_30_ega_zone_d_count,fold4/val_horizon_30_ega_zone_e_pct,fold4/val_horizon_30_ega_zone_e_count,fold4/val_horizon_45_mae,fold4/val_horizon_45_rmse,fold4/val_horizon_45_mard,fold4/val_horizon_45_r2,fold4/val_horizon_45_pearson,fold4/val_horizon_45_ega_zone_a_pct,fold4/val_horizon_45_ega_zone_a_count,fold4/val_horizon_45_ega_zone_b_pct,fold4/val_horizon_45_ega_zone_b_count,fold4/val_horizon_45_ega_zone_c_pct,fold4/val_horizon_45_ega_zone_c_count,fold4/val_horizon_45_ega_zone_d_pct,fold4/val_horizon_45_ega_zone_d_count,fold4/val_horizon_45_ega_zone_e_pct,fold4/val_horizon_45_ega_zone_e_count,fold4/val_horizon_60_mae,fold4/val_horizon_60_rmse,fold4/val_horizon_60_mard,fold4/val_horizon_60_r2,fold4/val_horizon_60_pearson,fold4/val_horizon_60_ega_zone_a_pct,fold4/val_horizon_60_ega_zone_a_count,fold4/val_horizon_60_ega_zone_b_pct,fold4/val_horizon_60_ega_zone_b_count,fold4/val_horizon_60_ega_zone_c_pct,fold4/val_horizon_60_ega_zone_c_count,fold4/val_horizon_60_ega_zone_d_pct,fold4/val_horizon_60_ega_zone_d_count,fold4/val_horizon_60_ega_zone_e_pct,fold4/val_horizon_60_ega_zone_e_count,fold4/diag_horizon_query_similarity,fold4/diag_horizon_progressive_gate,fold4/diag_horizon_attention_similarity,fold4/diag_horizon_attention_entropy,fold4/diag_horizon_curriculum_progress,fold4/diag_loss_horizon_weight_0,fold4/diag_loss_horizon_weight_1,fold4/diag_loss_horizon_weight_2,fold4/diag_loss_horizon_weight_3
1,0.22701415306034747,11.999448776245117,17.04925537109375,10.395197868347168,0.3212571144104004,0.6263384222984314,85.17808532714844,18654.0,14.50228214263916,3176.0,0.0,0.0,0.31963470578193665,70.0,0.0,0.0,7.683758735656738,10.853151321411133,6.7143731117248535,0.7266563177108765,0.856714129447937,94.9771728515625,5200.0,4.82191801071167,264.0,0.0,0.0,0.2009132355451584,11.0,0.0,0.0,11.89669418334961,16.656766891479492,10.303877830505371,0.3539953827857971,0.6465104222297668,85.68036651611328,4691.0,13.990867614746094,766.0,0.0,0.0,0.3287671208381653,18.0,0.0,0.0,13.781539916992188,19.095897674560547,11.875347137451172,0.14683562517166138,0.5205962657928467,80.93151092529297,4431.0,18.6849308013916,1023.0,0.0,0.0,0.3835616409778595,21.0,0.0,0.0,14.635802268981934,20.070287704467773,12.687191009521484,0.052665531635284424,0.45828789472579956,79.123291015625,4332.0,20.511415481567383,1123.0,0.0,0.0,0.3652968108654022,20.0,0.0,0.0,-0.04248042032122612,0.11920291930437088,0.9998616576194763,0.9999820590019226,0.0,0.3333333432674408,0.28333333134651184,0.21666665375232697,0.1666666716337204
2,0.22604548953947642,11.779349327087402,16.609254837036133,10.21004581451416,0.35583847761154175,0.6345300674438477,86.05023193359375,18845.0,13.630136489868164,2985.0,0.0,0.0,0.31963470578193665,70.0,0.0,0.0,7.604458332061768,10.69910717010498,6.640047073364258,0.7343606352806091,0.8593380451202393,95.23287200927734,5214.0,4.5662102699279785,250.0,0.0,0.0,0.2009132355451584,11.0,0.0,0.0,11.691256523132324,16.25300407409668,10.140403747558594,0.3849344253540039,0.6534645557403564,86.52054595947266,4737.0,13.150684356689453,720.0,0.0,0.0,0.3287671208381653,18.0,0.0,0.0,13.522405624389648,18.554819107055664,11.687841415405273,0.1944991946220398,0.5288135409355164,82.10045623779297,4495.0,17.515981674194336,959.0,0.0,0.0,0.3835616409778595,21.0,0.0,0.0,14.299275398254395,19.507875442504883,12.371893882751465,0.10501426458358765,0.46285921335220337,80.34703063964844,4399.0,19.28767204284668,1056.0,0.0,0.0,0.3652968108654022,20.0,0.0,0.0,-0.04238314926624298,0.11920291930437088,0.9994874596595764,0.9999210834503174,0.07142857142857142,0.3245614171028137,0.2788847088813782,0.21998745203018188,0.17656642198562622
3,0.22704307167247254,11.70547103881836,16.512460708618164,10.12912654876709,0.36332470178604126,0.6374827027320862,86.22830963134766,18884.0,13.456620216369629,2947.0,0.0,0.0,0.3150685131549835,69.0,0.0,0.0,7.570211410522461,10.68668270111084,6.605686187744141,0.7349772453308105,0.8597593903541565,95.19635009765625,5212.0,4.621004581451416,253.0,0.0,0.0,0.1826484054327011,10.0,0.0,0.0,11.625103950500488,16.183008193969727,10.064099311828613,0.3902207016944885,0.655037522315979,86.79451751708984,4752.0,12.87671184539795,705.0,0.0,0.0,0.3287671208381653,18.0,0.0,0.0,13.43272590637207,18.42372703552246,11.59277057647705,0.20584088563919067,0.5323245525360107,82.4474868774414,4514.0,17.168949127197266,940.0,0.0,0.0,0.3835616409778595,21.0,0.0,0.0,14.193842887878418,19.367931365966797,12.253950119018555,0.11780905723571777,0.4666426181793213,80.47488403320312,4406.0,19.15981674194336,1049.0,0.0,0.0,0.3652968108654022,20.0,0.0,0.0,-0.03697584941983223,0.11920291930437088,0.9928972721099854,0.9988670349121094,0.14285714285714285,0.31578949093818665,0.2744360864162445,0.223308265209198,0.18646617233753204
